ProblemName,T_default,T_farkasdiving,N_default,N_farkasdiving,DivingSolsMax_default,DivingSolsMax_farkasdiving,FDSols_default,FDSols_farkasdiving,DivingBestSolsMax_default,DivingBestSolsMax_farkasdiving,FDBestSols_default,FDBestSols_farkasdiving,DivingConfsMax_default,DivingConfsMax_farkasdiving,FDConfs_default,FDConfs_farkasdiving,TQ+1_default,TQ+1_farkasdiving,NQ+100_default,NQ+100_farkasdiving
fiber,2.08,2.42,4,4,0,0,0,0,0,0,0,0,0,7,0,7,1,1.11038961038961,1,1
fiber,2.04,2.71,6,7,0,0,0,0,0,0,0,0,0,0,0,0,1,1.22039473684211,1,1.00943396226415
fixnet6,4.48,5.31,3,4,0,0,0,34,0,1,0,1,0,8,0,8,1,1.1514598540146,1,1.00970873786408
fixnet6,5.82,5.26,4,3,0,0,0,22,0,0,0,0,0,13,0,13,1,0.917888563049853,1,0.990384615384615
fixnet6,6.18,4.83,4,3,0,0,0,24,0,0,0,0,0,4,0,4,1,0.811977715877437,1,0.990384615384615
fixnet6,4.55,4.61,3,2,0,0,0,23,0,0,0,0,0,4,0,4,1,1.01081081081081,1,0.990291262135922
flugpl,0.5,0.5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
flugpl,0.5,0.5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
flugpl,0.5,0.5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
flugpl,0.5,0.5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
gen,0.5,0.5,1,1,0,0,0,1,0,1,0,1,0,0,0,0,1,1,1,1
gen,0.5,0.5,1,1,0,0,0,1,0,1,0,1,0,0,0,0,1,1,1,1
gen,0.5,0.5,1,1,0,0,0,1,0,1,0,1,0,0,0,0,1,1,1,1
gen,0.5,0.5,1,1,0,0,0,1,0,1,0,1,0,0,0,0,1,1,1,1
germanrr,7200,7200,12182,14337,2,3,0,0,2,3,0,0,204,377,0,0,1,1,1,1.17546002279759
germanrr,7200,7200,5221,3483,0,3,0,0,0,3,0,0,96,246,0,0,1,1,1,0.67336966735576
germanrr,7200,7200,12091,9630,4,3,0,0,4,3,0,0,290,418,0,0,1,1,1,0.798129767861537
germanrr,7200,7200,3398,13344,3,4,0,0,3,4,0,0,219,241,0,0,1,1,1,3.84333905088622
gesa2,0.5,0.54,2,2,0,0,0,1,0,1,0,1,0,0,0,0,1,1.02666666666667,1,1
gesa2,0.5,0.5,2,2,0,0,0,1,0,1,0,1,0,0,0,0,1,1,1,1
gesa2,0.5,0.56,2,2,0,0,0,1,0,1,0,1,0,0,0,0,1,1.04,1,1
gesa2,0.5,0.53,2,2,0,0,0,1,0,1,0,1,0,0,0,0,1,1.02,1,1
gesa2-o,0.65,0.69,4,3,0,0,0,0,0,0,0,0,0,81,0,81,1,1.02424242424242,1,0.990384615384615
gesa2-o,0.9,0.94,2,2,0,0,0,0,0,0,0,0,0,73,0,73,1,1.02105263157895,1,1
gesa2-o,0.5,0.6,2,1,0,0,0,1,0,1,0,1,0,10,0,10,1,1.06666666666667,1,0.990196078431373
gesa2-o,0.59,0.71,2,2,0,0,0,1,0,1,0,1,0,3,0,3,1,1.07547169811321,1,1
gesa3,6.82,5.53,10,7,0,0,0,1,0,1,0,1,0,58,0,58,1,0.835038363171356,1,0.972727272727273
gesa3,6.08,3.87,6,4,0,0,0,0,0,0,0,0,0,47,0,47,1,0.687853107344633,1,0.981132075471698
gesa3,5.48,5.72,7,6,0,0,0,1,0,1,0,1,0,98,0,98,1,1.03703703703704,1,0.990654205607477
gesa3,5.03,9.86,6,8,0,0,0,1,0,1,0,1,0,81,0,81,1,1.80099502487562,1,1.0188679245283
gesa3_o,2.08,2.16,6,6,0,0,0,0,0,0,0,0,0,24,0,24,1,1.02597402597403,1,1
gesa3_o,2.19,6.19,8,8,0,0,0,0,0,0,0,0,0,31,0,31,1,2.25391849529781,1,1
gesa3_o,2.8,5.19,7,7,0,0,0,0,0,0,0,0,0,30,0,30,1,1.62894736842105,1,1
gesa3_o,2.19,3.33,6,5,0,0,0,1,0,1,0,1,0,33,0,33,1,1.35736677115987,1,0.990566037735849
glass4,1081.6,1047.28,697512,670375,0,0,0,0,0,1,0,0,800,862,0,0,1,0.968298540550527,1,0.961100153093697
glass4,4441.62,7200,3510870,5416705,1,1,0,0,2,3,0,0,1749,1881,0,0,1,1.62089037549914,1,1.54282292357952
glass4,1018.6,1021.67,986169,986169,2,2,0,0,2,2,0,0,1809,1809,0,0,1,1.00301098469988,1,1
glass4,589.3,590.84,580186,580186,2,2,0,0,4,4,0,0,1871,1871,0,0,1,1.00260884296121,1,1
gmu-35-40,7200,7200,4475349,5169683,1,0,0,1,0,1,0,1,64,184,0,184,1,1,1,1.15514286946405
gmu-35-40,7200,7200,6071632,4400930,0,0,0,0,0,0,0,0,52,45,0,17,1,1,1,0.724839304501582
gmu-35-40,7200,7200,5794844,5248675,0,0,0,0,0,0,0,0,40,68,0,4,1,1,1,0.905750771707198
gmu-35-40,7200,7200,4848137,4032850,0,1,0,2,0,2,0,2,33,88,0,88,1,1,1,0.831838460042279
gt2,0.5,0.5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
gt2,0.5,0.5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
gt2,0.5,0.5,1,1,0,0,0,1,0,1,0,1,0,0,0,0,1,1,1,1
gt2,0.5,0.5,1,1,0,0,0,1,0,1,0,1,0,0,0,0,1,1,1,1
haprp,0.5,0.5,1,1,0,0,0,1,0,1,0,1,0,0,0,0,1,1,1,1
haprp,0.5,0.5,1,1,0,0,0,1,0,1,0,1,0,0,0,0,1,1,1,1
haprp,0.5,0.5,1,1,0,0,0,1,0,1,0,1,0,0,0,0,1,1,1,1
haprp,0.5,0.5,1,1,0,0,0,1,0,1,0,1,0,0,0,0,1,1,1,1
iis-100-0-cov,571.64,574.94,103091,103091,3,3,0,0,0,0,0,0,75,75,0,0,1,1.00576278290025,1,1
iis-100-0-cov,512.51,513.36,92475,92475,3,3,0,0,0,0,0,0,85,85,0,0,1,1.00165527448346,1,1
iis-100-0-cov,463.04,467.13,81601,81601,0,0,0,0,0,0,0,0,90,90,0,0,1,1.00881389535385,1,1
iis-100-0-cov,491.93,493.53,86709,86709,6,6,0,0,1,1,0,0,111,111,0,0,1,1.00324589698334,1,1
iis-bupa-cov,1737.89,1744.78,156016,156016,3,3,0,0,0,0,0,0,192,192,0,0,1,1.00396229778767,1,1
iis-bupa-cov,1774.24,1778.46,160860,160860,1,1,0,0,1,1,0,0,365,365,0,0,1,1.00237714337216,1,1
iis-bupa-cov,1950.35,1962.08,187396,187396,3,3,0,0,0,0,0,0,258,258,0,0,1,1.00601122299946,1,1
iis-bupa-cov,1721.79,1725.33,157506,157506,5,5,0,0,0,0,0,0,178,178,0,0,1,1.00205480644768,1,1
iis-pima-cov,372.15,372.74,9246,9246,3,3,0,0,0,0,0,0,18,18,0,0,1,1.00158113359239,1,1
iis-pima-cov,374.04,374.86,10062,10062,2,2,0,0,0,0,0,0,20,20,0,0,1,1.0021864334471,1,1
iis-pima-cov,277.55,279.58,6479,6479,1,1,0,0,0,0,0,0,31,31,0,0,1,1.00728774008257,1,1
iis-pima-cov,498.03,500.16,15737,15737,0,0,0,0,0,0,0,0,30,30,0,0,1,1.0042682804641,1,1
khb05250,0.5,0.5,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
khb05250,0.5,0.5,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
khb05250,0.5,0.5,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
khb05250,0.5,0.5,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
l152lav,2.31,3.19,33,49,0,0,0,0,0,0,0,0,0,16,0,16,1,1.26586102719033,1,1.1203007518797
l152lav,2.25,1.83,43,25,0,0,0,0,0,0,0,0,0,0,0,0,1,0.870769230769231,1,0.874125874125874
l152lav,2.2,2.15,39,16,0,0,0,0,0,0,0,0,0,6,0,6,1,0.984375,1,0.834532374100719
l152lav,1.92,3.47,30,77,0,0,0,0,0,0,0,0,0,0,0,0,1,1.53082191780822,1,1.36153846153846
lectsched-4-obj,31.57,30.49,1104,1224,1,1,0,0,1,0,0,0,30,19,0,4,1,0.966840650905741,1,1.09966777408638
lectsched-4-obj,60.5,29.41,857,973,2,1,0,2,2,2,0,2,174,26,0,17,1,0.494471544715447,1,1.12121212121212
lectsched-4-obj,8.55,7.54,5,5,0,0,0,0,0,0,0,0,0,4,0,4,1,0.894240837696335,1,1
lectsched-4-obj,39.21,65.62,2136,7311,2,1,0,1,2,1,0,1,110,50,0,24,1,1.65680179059935,1,3.31440071556351
leo1,7200,7200,114869,89316,2,1,0,0,0,0,0,0,3,4,0,0,1,1,1,0.777740086458089
leo1,7200,7200,65297,129148,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1.97635977185498
leo1,7200,7200,109229,64189,1,1,0,0,0,1,0,0,4,4,0,0,1,1,1,0.588032452505739
leo1,7200,7200,139996,76236,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0.544883508451348
leo2,7200,7200,109748,89667,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0.817192848299468
leo2,7200,7200,109121,92145,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0.844572014539328
leo2,7200,7200,102556,99259,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0.96788302680798
leo2,7200,7200,98198,91019,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0.926966977964964
liu,7200,7200,2132229,2238428,70,75,0,0,70,75,0,0,561,565,0,0,1,1,1,1.04980422814678
liu,7200,7200,2168465,2149401,67,67,0,0,67,67,0,0,551,560,0,0,1,1,1,0.99120893309631
liu,7200,7200,2234022,2198433,82,82,0,0,82,82,0,0,468,468,0,0,1,1,1,0.98407025220646
liu,7200,7200,2010953,2684713,83,82,0,0,83,82,0,0,591,574,0,0,1,1,1,1.33502846518714
lrn,7200,7200,2849,5809,1,2,0,0,1,2,0,0,23,40,0,0,1,1,1,2.00373007799254
lrn,7200,7200,3108,3392,0,1,0,0,1,1,0,0,27,19,0,4,1,1,1,1.08852867830424
lrn,7200,7200,2433,2398,2,0,0,0,3,0,0,0,23,19,0,0,1,1,1,0.986182392420055
lrn,7200,7200,4428,3111,5,1,0,0,5,1,0,0,33,26,0,0,1,1,1,0.709143109540636
lseu,0.55,0.5,176,124,0,0,0,0,0,0,0,0,0,10,0,10,1,0.967741935483871,1,0.811594202898551
lseu,0.5,0.5,4,4,0,0,0,0,0,0,0,0,0,13,0,13,1,1,1,1
lseu,0.5,0.5,68,68,0,0,0,0,0,0,0,0,0,13,0,13,1,1,1,1
lseu,0.61,0.53,275,288,0,0,0,0,0,0,0,0,8,14,0,14,1,0.950310559006211,1,1.03466666666667
m100n500k4r1,7200,7200,5602256,5612513,0,0,0,0,0,0,0,0,17,17,0,0,1,1,1,1.00183083688363
m100n500k4r1,7200,7200,4665776,4659469,0,0,0,0,0,0,0,0,75,75,0,0,1,1,1,0.998648270978483
m100n500k4r1,7200,7200,4605152,4611341,0,0,0,0,0,0,0,0,21,21,0,0,1,1,1,1.00134390039894
m100n500k4r1,7200,7200,4799358,4816893,0,0,0,0,0,0,0,0,12,12,0,0,1,1,1,1.00365353754528
macrophage,123.97,126.83,5034,5469,0,0,0,0,0,0,0,0,33,34,0,0,1,1.0228854925182,1,1.08472925594079
macrophage,156.71,150.32,6177,6359,1,1,0,0,1,1,0,0,13,13,0,0,1,0.959482594635724,1,1.02899474271149
macrophage,145.36,126.8,6176,5068,0,0,0,0,0,1,0,0,63,79,0,0,1,0.873189396009839,1,0.823454429572976
macrophage,124.77,126.21,5602,5602,0,0,0,0,1,1,0,0,19,19,0,0,1,1.01144947125706,1,1
manna81,0.5,0.5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
manna81,0.5,0.5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
manna81,0.5,0.5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
manna81,0.5,0.5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
map18,234.06,242.24,249,247,0,0,0,0,0,0,0,0,8,8,0,0,1,1.0347996256275,1,0.994269340974212
map18,270,304.82,273,265,0,0,0,0,0,0,0,0,3,1,0,0,1,1.12848708487085,1,0.978552278820375
map18,237.94,277.52,305,287,0,0,0,0,0,0,0,0,4,4,0,0,1,1.1656482799029,1,0.955555555555556
map18,240.69,266.78,231,337,0,0,0,0,0,0,0,0,7,2,0,0,1,1.10794819810501,1,1.3202416918429
map20,187.86,226.43,392,215,0,0,0,0,0,0,0,0,2,2,0,0,1,1.20422535211268,1,0.640243902439024
map20,240.53,247.41,237,225,0,0,0,0,0,0,0,0,6,6,0,0,1,1.02848507431789,1,0.964391691394659
map20,212.14,168.84,406,229,0,0,0,0,0,0,0,0,2,3,0,0,1,0.796847142723093,1,0.650197628458498
map20,209.69,171.16,247,243,0,0,0,0,0,0,0,0,4,6,0,0,1,0.817124685556979,1,0.988472622478386
markshare1,7200,7200,46601329,47115567,2,2,0,25,1,0,0,0,15,33,0,33,1,1,1,1.01103481182948
markshare1,7200,7200,43212995,44982538,2,2,0,23,1,0,0,0,20,28,0,28,1,1,1,1.04094923078294
markshare1,7200,7200,42811231,42497217,2,2,0,24,1,1,0,0,26,46,0,46,1,1,1,0.992665166144916
markshare1,7200,7200,47699801,47578221,3,2,0,23,1,0,0,0,13,19,0,18,1,1,1,0.997451147749762
markshare2,7200,7200,17973492,17683844,5,2,0,28,1,1,0,0,19,32,0,28,1,1,1,0.983884801657899
markshare2,7200,7200,18763219,17365176,3,4,0,26,1,1,0,1,20,24,0,24,1,1,1,0.925490634146336
markshare2,7200,7200,18191301,19912112,6,1,0,29,1,0,0,0,23,41,0,32,1,1,1,1.0945947483649
markshare2,7200,7200,19059341,17202854,5,3,0,27,1,0,0,0,28,55,0,32,1,1,1,0.902594887226756
mas74,1488.71,1491.63,6027541,6027541,0,0,0,0,0,0,0,0,147,147,0,0,1,1.00196011304214,1,1
mas74,1995.54,2001.89,6950287,6950287,0,0,0,0,0,0,0,0,134,134,0,0,1,1.00318050226893,1,1
mas74,1737.12,1732.05,7071228,7071228,0,0,0,0,0,0,0,0,123,123,0,0,1,0.997083055255103,1,1
mas74,1730.58,1727.84,6843504,6843504,0,0,0,0,0,0,0,0,121,121,0,0,1,0.998417630141258,1,1
mas76,70.31,70.13,198417,198417,0,0,0,0,0,0,0,0,498,498,0,0,1,0.997475809844342,1,1
mas76,110.89,110,360101,360101,0,0,0,0,0,0,0,0,383,383,0,0,1,0.992045759227813,1,1
mas76,85.17,85.43,246746,246746,0,0,0,0,0,0,0,0,490,490,0,0,1,1.00301729140072,1,1
mas76,83.58,83.97,209149,209149,0,0,0,0,0,0,0,0,506,506,0,0,1,1.00461101915346,1,1
mcsched,181.82,191.96,7120,7989,0,0,0,0,0,0,0,0,55,67,0,0,1,1.05546439120446,1,1.12036011080332
mcsched,201.08,234.68,8226,9207,0,0,0,0,0,0,0,0,65,95,0,1,1,1.16627078384798,1,1.11782368484266
mcsched,282,219.96,13747,9432,0,0,0,0,0,0,0,0,83,69,0,0,1,0.780777385159011,1,0.688380154546111
mcsched,158.33,255.7,6145,10827,0,0,0,0,0,0,0,0,61,70,0,0,1,1.611121571581,1,1.74971977582066
mik-250-1-100-1,64.83,52.86,22968,21582,0,1,0,32,0,0,0,0,89,164,0,164,1,0.81816800850676,1,0.939916767816889
mik-250-1-100-1,38.86,39.91,15147,16857,2,2,0,49,0,0,0,0,37,78,0,78,1,1.02634219769192,1,1.11215321046763
mik-250-1-100-1,66.98,45.03,23266,17607,4,4,0,23,0,0,0,0,104,128,0,128,1,0.677110914974993,1,0.757810493879996
mik-250-1-100-1,100.62,40.55,34844,13152,3,1,0,41,0,0,0,0,81,128,0,128,1,0.408876205471364,1,0.379235347985348
mine-166-5,61.37,57.26,276,2077,0,0,0,1,0,1,0,1,0,163,0,163,1,0.934102934102934,1,5.78989361702128
mine-166-5,66.58,68.7,2802,147,2,0,0,3,2,3,0,3,38,141,0,141,1,1.03137022787807,1,0.085113714679531
mine-166-5,46.54,58,2538,2207,1,1,0,1,1,1,0,1,81,75,0,58,1,1.24106015986538,1,0.874526156178923
mine-166-5,48.36,50.99,1615,1461,1,1,0,1,1,1,0,1,15,132,0,132,1,1.05328200972447,1,0.910204081632653
mine-90-10,397.37,228.35,38513,26592,0,1,0,1,0,1,0,1,1066,2451,0,178,1,0.575721063333082,1,0.691269779607904
mine-90-10,180.22,203.2,25651,32629,1,1,0,2,1,2,0,2,1253,1553,0,213,1,1.12680719567377,1,1.27097976777601
mine-90-10,342.6,168.55,47767,23014,2,1,0,2,2,2,0,2,2447,788,0,332,1,0.493451688009313,1,0.482879645684919
mine-90-10,691.71,261.14,76187,34052,1,2,0,1,1,2,0,1,2896,1872,0,208,1,0.37842675867246,1,0.447677848126155
misc03,0.5,0.7,11,52,0,0,0,0,0,0,0,0,0,0,0,0,1,1.13333333333333,1,1.36936936936937
misc03,0.78,0.83,23,20,0,0,0,1,0,1,0,1,0,0,0,0,1,1.02808988764045,1,0.975609756097561
misc03,0.5,0.52,7,17,0,0,0,0,0,0,0,0,0,0,0,0,1,1.01333333333333,1,1.09345794392523
misc03,0.6,0.66,29,29,0,0,0,2,0,2,0,2,0,0,0,0,1,1.0375,1,1
misc06,0.5,0.55,3,3,0,0,0,6,0,0,0,0,0,968,0,968,1,1.03333333333333,1,1
misc06,0.54,0.57,3,3,0,0,0,6,0,0,0,0,0,1009,0,1009,1,1.01948051948052,1,1
misc06,0.5,0.53,3,3,0,0,0,7,0,1,0,1,0,1034,0,1034,1,1.02,1,1
misc06,0.5,0.5,3,3,0,0,0,6,0,0,0,0,0,963,0,963,1,1,1,1
misc07,10.23,13.19,6065,8257,0,0,0,0,0,0,0,0,166,146,0,6,1,1.26357969723954,1,1.35555555555556
misc07,11.8,12.15,6097,7163,0,0,0,0,0,0,0,0,133,239,0,3,1,1.02734375,1,1.17201871873487
misc07,12.29,7.98,7615,4102,0,0,0,0,0,0,0,0,288,48,0,2,1,0.675696012039127,1,0.544653272845107
misc07,8.84,6.69,5035,2116,0,0,0,1,0,1,0,1,35,11,0,3,1,0.78150406504065,1,0.431548198636806
mitre,10.12,10.14,1,1,0,0,0,1,0,1,0,1,0,0,0,0,1,1.00179856115108,1,1
mitre,10.45,10.24,1,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0.981659388646288,1,1
mitre,10.49,10.23,1,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0.977371627502176,1,1
mitre,12.95,12.96,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1.00071684587814,1,1
mkc,7200,7200,737537,597914,0,0,0,2,0,2,0,2,329,2701,0,2701,1,1,1,0.810715839904994
mkc,7200,7200,608454,497382,0,0,0,1,0,1,0,1,395,1851,0,1851,1,1,1,0.817482096905123
mkc,7200,7200,618101,608311,1,0,0,2,1,2,0,2,411,2547,0,2547,1,1,1,0.984163726684363
mkc,7200,7200,682691,617531,0,0,0,1,0,1,0,1,367,2696,0,2696,1,1,1,0.90456816214625
mkc1,2816.11,41.73,951305,2925,1,1,0,0,1,1,0,0,123,11,0,0,1,0.015168026807615,1,0.003179508201029
mkc1,7200,126.57,2126006,18349,1,2,0,1,1,2,0,1,50,29,0,29,1,0.017715595056242,1,0.008677366039134
mkc1,89.67,41.04,12288,2868,1,1,0,1,1,1,0,1,10,72,0,0,1,0.463659424285872,1,0.239586696803358
mkc1,7200,7200,2621298,2845839,0,1,0,1,0,1,0,1,61,18,0,0,1,1,1,1.08565696624473
mod008,0.94,0.94,1,1,0,0,0,1,0,0,0,0,0,3,0,3,1,1,1,1
mod008,0.96,0.95,1,1,0,0,0,2,0,0,0,0,0,3,0,3,1,0.994897959183674,1,1
mod008,0.94,0.96,1,1,0,0,0,1,0,0,0,0,0,2,0,2,1,1.01030927835052,1,1
mod008,0.89,0.87,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.989417989417989,1,1
mod010,0.5,0.5,2,2,0,0,0,1,0,1,0,1,0,0,0,0,1,1,1,1
mod010,0.5,0.5,2,2,0,0,0,1,0,1,0,1,0,0,0,0,1,1,1,1
mod010,0.5,0.54,2,3,0,0,0,1,0,1,0,1,0,4,0,4,1,1.02666666666667,1,1.00980392156863
mod010,0.6,0.5,2,2,0,0,0,1,0,1,0,1,0,0,0,0,1,0.9375,1,1
mod011,336.25,330.93,586,626,3,2,0,0,3,2,0,0,0,0,0,0,1,0.984225352112676,1,1.05830903790087
mod011,511.54,493.73,683,653,3,1,0,0,3,1,0,0,0,0,0,0,1,0.965251492566434,1,0.961685823754789
mod011,167.42,167.92,1419,1419,2,2,0,0,2,2,0,0,0,0,0,0,1,1.0029687685548,1,1
mod011,336.08,373.91,738,1120,1,1,0,0,1,1,0,0,0,0,0,0,1,1.1122285510858,1,1.45584725536993
modglob,0.5,0.5,2,2,0,0,0,8,0,0,0,0,0,21,0,21,1,1,1,1
modglob,0.5,0.5,2,2,0,0,0,8,0,0,0,0,0,54,0,54,1,1,1,1
modglob,0.5,0.5,2,2,0,0,0,18,0,1,0,1,0,4,0,4,1,1,1,1
momentum1,7200,7200,23896,46779,0,0,0,0,0,0,0,0,66,35,0,0,1,1,1,1.95361726954492
momentum1,7200,7200,42136,81768,0,0,0,0,0,1,0,0,93,40,0,35,1,1,1,1.93834643432143
momentum1,7200,7200,24245,80402,0,0,0,0,0,0,0,0,77,39,0,2,1,1,1,3.30671595810228
momentum1,7200,7200,18972,152184,0,0,0,0,0,0,0,0,92,28,0,0,1,1,1,7.98468959731544
momentum3,7200,7200,243,570,1,0,0,0,1,0,0,0,200,155,0,0,1,1,1,1.9533527696793
momentum3,7200,7200,366,230,1,0,0,0,1,0,0,0,202,60,0,0,1,1,1,0.708154506437768
momentum3,7200,7200,282,357,0,0,0,0,0,0,0,0,307,128,0,0,1,1,1,1.19633507853403
momentum3,7200,7200,1094,983,0,2,0,0,0,2,0,0,267,407,0,0,1,1,1,0.907035175879397
msc98-ip,7200,7027.21,8532,14585,0,0,0,0,0,1,0,0,4472,688,0,0,1,0.976004721566449,1,1.70122798887859
msc98-ip,7200,4577.1,4483,4399,0,0,0,0,0,0,0,0,2338,1002,0,71,1,0.635758922371893,1,0.981671394283221
msc98-ip,7200,7200,6076,3900,0,0,0,0,0,0,0,0,3057,1724,0,0,1,1,1,0.647668393782383
msc98-ip,7200,7200,8715,35111,0,1,0,0,0,3,0,0,573,1572,0,17,1,1,1,3.99444129325014
mspp16,409.35,412.94,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1.00874862921896,1,1
mspp16,405.27,409.43,5,5,0,0,0,0,0,0,0,0,0,0,0,0,1,1.01023949590174,1,1
mspp16,395.29,395.41,5,5,0,0,0,0,0,0,0,0,0,0,0,0,1,1.00030280854929,1,1
mspp16,362.75,369.61,5,5,0,0,0,0,0,0,0,0,0,0,0,0,1,1.01885910652921,1,1
mzzv11,310,453.95,2672,2738,0,1,0,0,0,1,0,0,10,76,0,76,1,1.46286173633441,1,1.02380952380952
mzzv11,371.6,293.67,2212,1599,2,1,0,0,2,1,0,0,94,53,0,53,1,0.790848094471283,1,0.734861591695502
mzzv11,340.88,311.13,2189,1265,0,1,0,0,0,2,0,0,79,62,0,62,1,0.912981162981163,1,0.596330275229358
mzzv11,306.76,268.35,1922,714,2,2,0,0,2,2,0,0,32,89,0,5,1,0.875194957109436,1,0.402571711177052
mzzv42z,130.46,175.77,174,321,1,1,0,1,1,1,0,1,1,16,0,0,1,1.34466757949186,1,1.53649635036496
mzzv42z,170.99,138.3,309,251,1,1,0,1,1,1,0,1,10,10,0,10,1,0.80993080993081,1,0.858190709046455
mzzv42z,154.5,159.45,214,285,0,0,0,1,0,1,0,1,14,3,0,3,1,1.03183279742765,1,1.22611464968153
mzzv42z,185.92,138.17,514,86,1,0,0,0,1,0,0,0,18,26,0,14,1,0.744543120051359,1,0.302931596091205
n3div36,7200,7200,208470,213284,0,0,0,0,0,0,0,0,16,22,0,0,1,1,1,1.02308098000671
n3div36,7200,7200,218756,225280,0,0,0,0,0,0,0,0,19,17,0,0,1,1,1,1.02980955514128
n3div36,7200,7200,217735,236538,0,0,0,0,0,0,0,0,8,9,0,0,1,1,1,1.08631762572589
n3div36,7200,7200,200146,209559,0,0,0,0,0,0,0,0,13,9,0,0,1,1,1,1.04700718116716
n3seq24,7200,7200,362,2332,2,3,0,0,2,3,0,0,0,21,0,0,1,1,1,5.26406926406926
n3seq24,7200,7200,4324,1512,2,1,0,3,2,3,0,3,25,99,0,99,1,1,1,0.364376130198915
n3seq24,7200,7200,888,355,2,2,0,0,2,2,0,0,0,0,0,0,1,1,1,0.460526315789474
n3seq24,7200,7200,2734,1583,1,1,0,0,1,1,0,0,12,15,0,0,1,1,1,0.593860268172195
n4-3,180.34,215.22,2929,3479,34,59,0,62,11,5,0,0,83,39,0,39,1,1.19234586963715,1,1.18157807857379
n4-3,230.02,165.48,2886,2039,116,58,0,62,19,11,0,0,40,18,0,18,1,0.720630248463336,1,0.716342933690556
n4-3,191.7,223.04,2706,3166,87,57,0,23,10,7,0,0,24,87,0,51,1,1.1626362221069,1,1.16393442622951
n4-3,212.68,235.73,3225,3427,36,85,0,107,5,8,0,0,26,67,0,67,1,1.10787158367653,1,1.06075187969925
nag,7200,7200,68926,67430,2,2,0,0,2,2,0,0,545,545,0,0,1,1,1,0.978327007214673
nag,7200,7200,90913,88916,1,1,0,0,2,2,0,0,205,205,0,0,1,1,1,0.978058079615
nag,7200,7200,141677,138712,0,0,0,0,0,0,0,0,257,257,0,0,1,1,1,0.979086875868441
nag,7200,7200,37277,36570,0,0,0,0,1,1,0,0,176,176,0,0,1,1,1,0.981084624234155
neos-1053234,7200,7200,1646555,1639786,0,0,0,0,2,2,0,0,72,72,0,0,1,1,1,0.995889242130258
neos-1053234,6643.16,6650.19,2451273,2451273,0,0,0,0,1,1,0,0,47,47,0,0,1,1.00105807205125,1,1
neos-1053234,1901.37,1901.91,385298,385298,0,0,0,0,1,1,0,0,21,21,0,0,1,1.00028385645274,1,1
neos-1053234,2330.07,2329.99,589638,589638,0,0,0,0,1,1,0,0,24,24,0,0,1,0.99996568099628,1,1
neos-1053591,4.26,4.2,2493,2493,1,1,0,0,1,1,0,0,11,11,0,0,1,0.988593155893536,1,1
neos-1053591,2.49,2.53,1568,1568,2,2,0,0,2,2,0,0,12,12,0,0,1,1.01146131805158,1,1
neos-1053591,2.43,2.36,1364,1364,2,2,0,0,2,2,0,0,7,7,0,0,1,0.979591836734694,1,1
neos-1053591,18.38,18.43,19713,19713,1,1,0,0,1,1,0,0,109,109,0,0,1,1.00257997936017,1,1
neos-1056905,7200,7200,14633767,14682549,1,1,0,0,1,1,0,0,1211,1211,0,0,1,1,1,1.00333350029763
neos-1056905,7200,7200,7653724,7644848,0,0,0,0,1,1,0,0,2261,2261,0,0,1,1,1,0.998840318251373
neos-1056905,7200,7200,16831677,16857054,1,1,0,0,4,4,0,0,461,461,0,0,1,1,1,1.00150768394805
neos-1056905,7200,7200,13013959,12949736,0,0,0,0,2,2,0,0,1453,1441,0,0,1,1,1,0.995065106128688
neos-1058477,0.5,0.5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
neos-1058477,0.5,0.5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
neos-1058477,0.72,0.74,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1.01162790697674,1,1
