ProblemName,T_default,T_farkasdiving,N_default,N_farkasdiving,DivingSolsMax_default,DivingSolsMax_farkasdiving,FDSols_default,FDSols_farkasdiving,DivingBestSolsMax_default,DivingBestSolsMax_farkasdiving,FDBestSols_default,FDBestSols_farkasdiving,DivingConfsMax_default,DivingConfsMax_farkasdiving,FDConfs_default,FDConfs_farkasdiving,TQ+1_default,TQ+1_farkasdiving,NQ+100_default,NQ+100_farkasdiving
neos-1058477,0.5,0.5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
neos-1061020,311.42,181.94,1553,935,1,0,0,1,1,1,0,1,41,12,0,0,1,0.585557902823123,1,0.626134301270418
neos-1061020,332.57,370.39,1699,1957,0,0,0,1,0,1,0,1,35,39,0,0,1,1.11337950055461,1,1.14341300722624
neos-1061020,226.36,205.68,835,956,0,0,0,1,0,1,0,1,39,16,0,0,1,0.909042927515834,1,1.12941176470588
neos-1061020,189.87,255.93,857,1316,0,0,0,0,0,0,0,0,42,61,0,0,1,1.34609943940902,1,1.47962382445141
neos-1062641,0.5,0.5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
neos-1062641,0.5,0.5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
neos-1062641,0.5,0.5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
neos-1062641,0.5,0.5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
neos-1067731,7200,7200,242959,176962,0,0,0,0,0,0,0,0,138,193,0,0,1,1,1,0.728473333635043
neos-1067731,7200,7200,225966,285653,0,1,0,0,1,1,0,0,125,103,0,0,1,1,1,1.26402466536321
neos-1067731,7200,7200,249809,249584,0,1,0,0,0,1,0,0,92,107,0,0,1,1,1,0.99909967228071
neos-1067731,7200,7200,189160,213739,0,1,0,0,0,1,0,0,97,131,0,0,1,1,1,1.12986896333087
neos-1096528,1660.08,2000.88,3228,3840,0,0,0,0,0,0,0,0,36,28,0,0,1,1.20516772220483,1,1.18389423076923
neos-1096528,1403.23,1647.22,1052,4379,0,0,0,0,0,0,0,0,0,53,0,0,1,1.17375358737529,1,3.88802083333333
neos-1096528,1212.74,1770.95,1698,4662,0,0,0,0,0,0,0,0,9,69,0,0,1,1.45990904147511,1,2.64849833147942
neos-1096528,1599.43,1920.5,3715,4052,0,0,0,0,0,0,0,0,46,13,0,0,1,1.20061483476316,1,1.08833551769332
neos-1109824,11.2,11.27,110,67,0,0,0,0,0,0,0,0,0,0,0,0,1,1.00573770491803,1,0.795238095238095
neos-1109824,13.43,16.35,114,202,0,0,0,1,0,1,0,1,0,0,0,0,1,1.2023562023562,1,1.41121495327103
neos-1109824,16.15,35.45,145,1072,0,0,0,0,0,0,0,0,6,0,0,0,1,2.12536443148688,1,4.78367346938776
neos-1109824,10.9,12.3,64,89,0,0,0,0,0,0,0,0,0,0,0,0,1,1.11764705882353,1,1.15243902439024
neos-1120495,5.6,27.62,21,24,0,0,0,2,0,2,0,2,0,0,0,0,1,4.33636363636364,1,1.02479338842975
neos-1120495,4.51,5.32,8,12,0,0,0,0,0,0,0,0,0,0,0,0,1,1.1470054446461,1,1.03703703703704
neos-1120495,8.07,8.23,16,13,0,0,0,1,0,1,0,1,0,0,0,0,1,1.01764057331863,1,0.974137931034483
neos-1120495,4.36,6.72,3,12,0,0,0,1,0,1,0,1,0,6,0,6,1,1.44029850746269,1,1.0873786407767
neos-1121679,7200,7200,46380871,47024932,2,2,0,25,1,0,0,0,15,33,0,33,1,1,1,1.01388631988752
neos-1121679,7200,7200,43103074,44942990,2,2,0,23,1,0,0,0,20,28,0,28,1,1,1,1.04268632282161
neos-1121679,7200,7200,43028673,42455083,2,2,0,24,1,1,0,0,26,46,0,46,1,1,1,0.986669617560324
neos-1121679,7200,7200,47465488,47640023,3,2,0,23,1,0,0,0,13,19,0,18,1,1,1,1.00367708496522
neos-1122047,5.99,6.05,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1.00858369098712,1,1
neos-1122047,5.88,6.16,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0406976744186,1,1
neos-1122047,5.99,5.99,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
neos-1122047,6.05,6.06,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1.00141843971631,1,1
neos-1126860,473.85,533.03,4681,4641,1,1,0,0,1,1,0,0,44,15,0,0,1,1.12462883015689,1,0.991633549466639
neos-1126860,460.78,496.18,4431,4471,0,0,0,0,0,0,0,0,34,54,0,0,1,1.07665988132877,1,1.00882807327301
neos-1126860,483.69,492.29,4090,4462,1,1,0,0,1,1,0,0,37,34,0,0,1,1.01774329984114,1,1.08878281622912
neos-1126860,483.31,477.53,4175,4426,0,0,0,0,0,0,0,0,45,45,0,0,1,0.988065495240651,1,1.0587134502924
neos-1151496,18.04,17.97,89,89,0,0,0,0,0,0,0,0,0,0,0,0,1,0.996323529411765,1,1
neos-1151496,16.5,16.57,64,64,0,0,0,0,0,0,0,0,0,0,0,0,1,1.004,1,1
neos-1151496,2.38,2.34,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.988165680473373,1,1
neos-1151496,27.58,27.48,81,81,0,0,0,0,0,0,0,0,0,0,0,0,1,0.996501049685095,1,1
neos-1171448,8.6,8.67,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1.00729166666667,1,1
neos-1171448,62.63,63.02,120,120,0,0,0,0,0,0,0,0,0,0,0,0,1,1.00612918434701,1,1
neos-1171448,8.63,8.68,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1.00519210799585,1,1
neos-1171448,59.6,59.76,89,89,1,1,0,0,1,1,0,0,0,0,0,0,1,1.0026402640264,1,1
neos-1171692,29.06,29,241,241,0,0,0,0,0,0,0,0,0,0,0,0,1,0.998003992015968,1,1
neos-1171692,831.98,832.66,271,271,0,0,0,0,0,0,0,0,16,16,0,0,1,1.00081634613076,1,1
neos-1171692,4.05,4.06,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0019801980198,1,1
neos-1171692,73.81,73.65,38,38,0,0,0,0,0,0,0,0,0,0,0,0,1,0.99786124849619,1,1
neos-1171737,7200,7200,3961,3966,0,0,0,0,0,0,0,0,147,147,0,0,1,1,1,1.00123122383649
neos-1171737,7200,7200,4691,4727,0,0,0,0,0,0,0,0,253,253,0,0,1,1,1,1.00751408891672
neos-1171737,7200,7200,4420,4420,0,0,0,0,0,0,0,0,113,113,0,0,1,1,1,1
neos-1171737,7200,7200,9169,9043,0,0,0,0,0,0,0,0,228,228,0,0,1,1,1,0.986406300571798
neos-1173026,0.5,0.5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
neos-1173026,0.5,0.5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
neos-1173026,0.5,0.5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
neos-1173026,0.5,0.5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
neos-1200887,12.26,12.39,7621,7621,0,0,0,0,0,0,0,0,18,18,0,0,1,1.00980392156863,1,1
neos-1200887,7.36,7.36,2934,2934,1,1,0,0,1,1,0,0,16,16,0,0,1,1,1,1
neos-1200887,19.16,19.21,11880,11880,0,0,0,0,0,0,0,0,40,40,0,0,1,1.00248015873016,1,1
neos-1200887,9.1,9.18,3646,3646,0,0,0,0,0,0,0,0,20,20,0,0,1,1.00792079207921,1,1
neos-1208069,116.96,116.89,2294,2294,0,0,0,0,0,0,0,0,633,633,0,0,1,0.999406578501187,1,1
neos-1208069,41.17,41.4,784,784,0,0,0,0,0,0,0,0,157,157,0,0,1,1.00545411429926,1,1
neos-1208069,197.93,196.86,7099,7099,2,2,0,0,2,2,0,0,3861,3861,0,0,1,0.994621223545971,1,1
neos-1208069,77.12,76.89,2881,2881,1,1,0,0,1,1,0,0,856,856,0,0,1,0.99705581157194,1,1
neos-1208135,335.9,335.73,10513,10513,1,1,0,0,1,1,0,0,910,910,0,0,1,0.999495399228258,1,1
neos-1208135,329.17,328.94,2838,2838,0,0,0,0,0,0,0,0,181,181,0,0,1,0.999303389163158,1,1
neos-1208135,327.41,328.83,10535,10535,0,0,0,0,0,0,0,0,971,971,0,0,1,1.00432386346335,1,1
neos-1208135,283.91,284.69,2554,2554,0,0,0,0,0,0,0,0,1094,1094,0,0,1,1.0027377066442,1,1
neos-1211578,5.27,5.2,10174,10174,0,0,0,0,0,0,0,0,82,82,0,0,1,0.988835725677831,1,1
neos-1211578,1.6,1.59,1363,1363,0,0,0,0,0,0,0,0,28,28,0,0,1,0.996153846153846,1,1
neos-1211578,3.43,3.48,5493,5493,2,2,0,0,0,0,0,0,104,104,0,0,1,1.01128668171558,1,1
neos-1211578,4.24,4.32,7782,7782,1,1,0,0,1,1,0,0,100,100,0,0,1,1.01526717557252,1,1
neos-1215259,45.11,90.4,1123,2785,0,0,0,0,0,0,0,0,201,173,0,124,1,1.98221643895034,1,2.35895339329518
neos-1215259,50.92,66.61,1337,1781,0,0,0,0,0,0,0,0,421,357,0,61,1,1.30219568567026,1,1.30897703549061
neos-1215259,52.81,42.64,1577,1113,0,0,0,0,0,0,0,0,191,275,0,275,1,0.81100167255157,1,0.723315444245677
neos-1215259,68.96,88.52,2353,2403,0,0,0,0,0,0,0,0,158,401,0,106,1,1.27958833619211,1,1.02038320423971
neos-1215891,492.44,492.97,4997,4997,1,1,0,0,1,1,0,0,292,292,0,0,1,1.0010740920882,1,1
neos-1215891,255.26,253.26,3221,3221,0,0,0,0,0,0,0,0,22,22,0,0,1,0.992195426519941,1,1
neos-1215891,407.19,407.51,3240,3240,1,1,0,0,1,1,0,0,246,246,0,0,1,1.00078394865136,1,1
neos-1215891,410.01,412.15,3148,3148,1,1,0,0,0,0,0,0,169,169,0,0,1,1.00520668596871,1,1
neos-1223462,146.71,214.54,67,1134,0,0,0,0,1,0,0,0,0,33,0,0,1,1.45921061539503,1,7.38922155688623
neos-1223462,331,132.9,565,111,0,0,0,0,1,1,0,0,39,32,0,0,1,0.403313253012048,1,0.317293233082707
neos-1223462,142.06,693.26,155,317,0,1,0,0,0,0,0,0,0,33,0,3,1,4.85292884104572,1,1.63529411764706
neos-1223462,193.5,154.42,705,426,0,0,0,0,0,0,0,0,80,0,0,0,1,0.799074550128535,1,0.653416149068323
neos-1224597,18.94,18.98,21,21,0,0,0,0,0,0,0,0,0,0,0,0,1,1.00200601805416,1,1
neos-1224597,0.85,0.87,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1.01081081081081,1,1
neos-1224597,49.3,48.72,102,102,0,0,0,0,0,0,0,0,0,0,0,0,1,0.988469184890656,1,1
neos-1224597,1.75,1.76,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1.00363636363636,1,1
neos-1228986,11.32,11.55,22116,22116,0,0,0,0,0,0,0,0,509,509,0,0,1,1.01866883116883,1,1
neos-1228986,23.23,23.21,58746,58746,0,0,0,0,0,0,0,0,538,538,0,0,1,0.999174576970697,1,1
neos-1228986,52.49,52.95,179182,179182,0,0,0,0,0,0,0,0,1084,1084,0,0,1,1.00859973826884,1,1
neos-1228986,18.61,18.52,48140,48140,2,2,0,0,2,2,0,0,574,574,0,0,1,0.995410504844467,1,1
neos-1281048,3.35,7.72,10,44,0,0,0,0,0,0,0,0,0,0,0,0,1,2.00459770114943,1,1.30909090909091
neos-1281048,8.14,7.1,162,43,0,0,0,0,0,0,0,0,0,0,0,0,1,0.886214442013129,1,0.545801526717557
neos-1281048,7.02,7.76,56,103,0,0,0,0,0,0,0,0,0,0,0,0,1,1.09226932668329,1,1.30128205128205
neos-1281048,5.03,5.61,28,26,0,0,0,1,0,1,0,1,0,0,0,0,1,1.09618573797678,1,0.984375
neos-1311124,7200,7200,14645631,14613786,0,0,0,0,0,0,0,0,16774,16758,0,0,1,1,1,0.997825646258285
neos-1311124,7200,7200,15038041,15060089,0,0,0,0,0,0,0,0,4872,4872,0,0,1,1,1,1.00146613866701
neos-1311124,7200,7200,14284657,14270301,0,0,0,0,0,0,0,0,7668,7668,0,0,1,1,1,0.998995012655798
neos-1311124,7200,7200,14619461,14725675,0,0,0,0,0,0,0,0,8770,8863,0,0,1,1,1,1.00726519763487
neos-1324574,2080.79,2090.79,16740,16740,0,0,0,0,0,0,0,0,102,102,0,0,1,1.00480355847612,1,1
neos-1324574,2186.74,2181.34,21201,21201,0,0,0,0,0,0,0,0,77,77,0,0,1,0.997531699379268,1,1
neos-1324574,172.3,172.6,1212,1212,0,0,0,0,0,0,0,0,40,40,0,0,1,1.00173110213503,1,1
neos-1324574,1426.97,1422.54,12780,12780,0,0,0,0,0,0,0,0,58,58,0,0,1,0.996897693929144,1,1
neos-1330346,3921.77,3964.11,212094,212094,0,0,0,0,0,0,0,0,6459,6459,0,0,1,1.01079339344392,1,1
neos-1330346,4521.94,4594.02,241604,241604,0,0,0,0,0,0,0,0,9858,9858,0,0,1,1.01593653685435,1,1
neos-1330346,5812.06,5920.02,277273,277273,0,0,0,0,0,0,0,0,1196,1196,0,0,1,1.01857197414099,1,1
neos-1330346,4264.04,4317.54,228558,228558,0,0,0,0,0,0,0,0,6336,6336,0,0,1,1.01254384484085,1,1
neos-1330635,0.5,0.5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
neos-1330635,0.5,0.5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
neos-1330635,0.5,0.5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
neos-1330635,0.5,0.5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
neos-1337307,7200,7200,643977,692428,0,1,0,0,0,1,0,0,4415,5574,0,11,1,1,1,1.0752254776991
neos-1337307,7200,7200,693098,683201,0,0,0,0,1,0,0,0,3695,5471,0,21,1,1,1,0.985722693948915
neos-1337307,7200,7200,774320,724936,0,1,0,0,0,1,0,0,4539,7040,0,0,1,1,1,0.936230985769996
neos-1337307,7200,7200,753673,763306,0,0,0,1,0,1,0,1,6384,6810,0,6810,1,1,1,1.0127797095412
neos-1346382,7200,7200,14640661,14660959,0,0,0,0,1,1,0,0,61000,61000,0,0,1,1,1,1.00138640334338
neos-1346382,7200,7200,12331646,12249392,0,0,0,0,0,0,0,0,146074,145496,0,0,1,1,1,0.99332989829664
neos-1346382,7200,7200,14822038,14727394,0,0,0,0,2,2,0,0,53300,53300,0,0,1,1,1,0.993614686356314
neos-1346382,7200,7200,14447459,14458847,0,0,0,0,0,0,0,0,63134,63134,0,0,1,1,1,1.00078823003941
neos-1354092,7200,7200,439,450,0,0,0,0,0,0,0,0,17,17,0,0,1,1,1,1.02040816326531
neos-1354092,7200,7200,2978,2983,0,0,0,0,0,0,0,0,8,8,0,0,1,1,1,1.00162443144899
neos-1354092,7200,7200,221,224,0,0,0,0,0,0,0,0,7,7,0,0,1,1,1,1.00934579439252
neos-1354092,7200,7200,1328,1334,0,0,0,0,0,0,0,0,9,9,0,0,1,1,1,1.00420168067227
neos-1367061,22.35,22.46,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1.00471092077088,1,1
neos-1367061,24.51,24.93,1,1,0,0,0,1,0,1,0,1,0,0,0,0,1,1.01646413171305,1,1
neos-1367061,23.66,23.12,1,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0.978102189781022,1,1
neos-1367061,24.15,24.37,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1.00874751491054,1,1
neos-1396125,131.6,132.33,15392,15392,0,0,0,0,0,0,0,0,74,74,0,0,1,1.00550527903469,1,1
neos-1396125,99.7,100.02,8226,8226,0,0,0,0,0,0,0,0,145,145,0,0,1,1.00317775571003,1,1
neos-1396125,97.23,97.03,10313,10313,0,0,0,0,0,0,0,0,70,70,0,0,1,0.997963962129696,1,1
neos-1396125,123.36,124.01,12053,12053,0,0,0,0,0,0,0,0,134,134,0,0,1,1.0052267610164,1,1
neos-1407044,7200,7200,102,88,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0.930693069306931
neos-1407044,7200,7200,105,87,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0.912195121951219
neos-1407044,7200,7200,114,116,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1.00934579439252
neos-1407044,7200,7200,119,117,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0.990867579908676
neos-1413153,4.38,4.39,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1.00185873605948,1,1
neos-1413153,2.61,2.63,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1.00554016620499,1,1
neos-1413153,2.83,2.87,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1.01044386422977,1,1
neos-1413153,2.51,2.56,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1.01424501424501,1,1
neos-1415183,5.04,5.07,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1.00496688741722,1,1
neos-1415183,4.94,4.93,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0.998316498316498,1,1
neos-1415183,5.66,5.68,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1.003003003003,1,1
neos-1415183,3.89,3.93,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0081799591002,1,1
neos-1417043,1250.03,1255.25,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1.00417256180907,1,1
neos-1417043,1099.79,1103.84,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1.00367917586461,1,1
neos-1417043,1163.21,1171.08,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1.00675994880649,1,1
neos-1417043,1085.23,1089.83,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1.00423483056075,1,1
neos-1420205,3.41,5.1,4297,8283,0,0,0,1,0,1,0,1,62,59,0,59,1,1.38321995464853,1,1.90652717762111
neos-1420205,3.73,4.47,4342,7565,0,0,0,1,0,1,0,1,59,63,0,58,1,1.15644820295983,1,1.72557406573616
neos-1420205,5.26,1.83,8626,1792,0,0,0,1,0,1,0,1,61,18,0,14,1,0.452076677316294,1,0.216823286729315
neos-1420205,3.07,4.08,3874,8118,0,0,0,1,0,1,0,1,23,62,0,45,1,1.24815724815725,1,2.06794162053347
neos-1420546,7200,7200,7831,7856,1,1,0,0,1,1,0,0,0,0,0,0,1,1,1,1.00315218761821
neos-1420546,7200,7200,7430,7484,2,2,0,0,2,2,0,0,0,0,0,0,1,1,1,1.00717131474104
neos-1420546,7200,7200,3216,3289,4,4,0,0,4,4,0,0,0,0,0,0,1,1,1,1.02201447527141
neos-1420546,7200,7200,4446,4491,2,2,0,0,2,2,0,0,0,0,0,0,1,1,1,1.00989881214254
neos-1420790,7200,7200,197700,196923,1,1,0,0,1,1,0,0,35,35,0,0,1,1,1,0.996071789686552
neos-1420790,7200,7200,191449,191418,2,2,0,0,2,2,0,0,128,128,0,0,1,1,1,0.999838161514808
neos-1420790,7200,7200,150487,149227,0,0,0,0,1,1,0,0,55,55,0,0,1,1,1,0.991632743862352
neos-1420790,7200,7200,134663,134760,1,1,0,0,1,1,0,0,45,45,0,0,1,1,1,1.00071978213605
neos-1423785,7200,7200,14100,14027,2,2,0,0,9,9,0,0,52,52,0,0,1,1,1,0.994859154929577
neos-1423785,7200,7200,59381,58821,1,1,0,0,2,2,0,0,36,36,0,0,1,1,1,0.990585228896622
neos-1423785,7200,7200,60026,59709,2,2,0,0,3,3,0,0,66,66,0,0,1,1,1,0.994727738415993
neos-1423785,7200,7200,50727,50617,3,3,0,0,3,3,0,0,66,66,0,0,1,1,1,0.997835795935231
neos-1425699,0.5,0.5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
neos-1425699,0.5,0.5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
neos-1425699,0.5,0.5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
neos-1425699,0.5,0.5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
neos-1426662,7200,7200,5947614,5897984,0,0,0,0,1,1,0,0,811,811,0,0,1,1,1,0.991655617603671
neos-1426662,7200,7200,6899009,6913304,1,1,0,0,1,1,0,0,6060,6060,0,0,1,1,1,1.00207200668956
neos-1426662,7200,7200,7399300,7390569,1,1,0,0,1,1,0,0,3670,3670,0,0,1,1,1,0.998820039462659
neos-1426662,7200,7200,4870068,4869160,1,1,0,0,1,1,0,0,452,452,0,0,1,1,1,0.999813558793043
neos-1427181,3870.56,3875.17,1573037,1573037,0,0,0,0,1,1,0,0,641,641,0,0,1,1.00119073448429,1,1
neos-1427181,3938.4,3909.49,4245564,4245564,0,0,0,0,1,1,0,0,693,693,0,0,1,0.992661318982586,1,1
neos-1427181,2198.86,2201.77,1890627,1890627,0,0,0,0,1,1,0,0,1480,1480,0,0,1,1.00132281145164,1,1
neos-1427181,798.57,804.5,874110,874110,0,0,0,0,1,1,0,0,1175,1175,0,0,1,1.00741648636142,1,1
neos-1427261,7200,7200,1259210,1259898,0,0,0,0,1,1,0,0,541,541,0,0,1,1,1,1.00054633092725
neos-1427261,7200,7200,3536029,3537779,0,0,0,0,1,1,0,0,597,597,0,0,1,1,1,1.00049489144768
neos-1427261,7200,7200,1418328,1420959,1,1,0,0,1,1,0,0,598,613,0,0,1,1,1,1.00185487032123
neos-1427261,7200,7200,1205587,1207186,0,0,0,0,2,2,0,0,440,440,0,0,1,1,1,1.00132621484681
neos-1429185,7200,7200,6916557,6905764,1,1,0,0,1,1,0,0,948,948,0,0,1,1,1,0.99843956408421
neos-1429185,7200,7200,6885239,6876518,1,1,0,0,2,2,0,0,1256,1256,0,0,1,1,1,0.998733395697728
neos-1429185,7200,7200,7444713,7440269,0,0,0,0,1,1,0,0,448,448,0,0,1,1,1,0.999403074328395
neos-1429185,7200,7200,6351090,6345027,0,0,0,0,1,1,0,0,889,889,0,0,1,1,1,0.999045375748482
neos-1429212,7200,7200,19929,6798,0,0,0,0,0,0,0,0,708,648,0,0,1,1,1,0.344400619102302
neos-1429212,7200,7200,7361,15212,0,0,0,0,0,0,0,0,615,838,0,0,1,1,1,2.05227181342984
neos-1429212,7200,7200,7115,14027,0,0,0,0,0,0,0,0,599,1041,0,1034,1,1,1,1.95800415800416
neos-1429212,7200,7200,6171,7763,0,0,0,0,0,0,0,0,291,324,0,1,1,1,1,1.25386700685696
neos-1429461,7200,7200,8496708,8535308,0,0,0,0,1,1,0,0,41268,41630,0,0,1,1,1,1.00454288245656
neos-1429461,7200,7200,9388586,9387432,0,0,0,0,1,1,0,0,29661,29661,0,0,1,1,1,0.999877086101293
neos-1429461,7200,7200,8028032,8040670,0,0,0,0,0,0,0,0,58048,58059,0,0,1,1,1,1.0015742142755
neos-1429461,7200,7200,7841233,7868992,0,0,0,0,0,0,0,0,37913,38166,0,0,1,1,1,1.00354008687043
neos-1430701,23.56,23.5,31119,31119,1,1,0,0,1,1,0,0,300,300,0,0,1,0.997557003257329,1,1
neos-1430701,15.35,15.58,16303,16303,1,1,0,0,1,1,0,0,200,200,0,0,1,1.01406727828746,1,1
neos-1430701,20.36,20.34,26433,26433,1,1,0,0,1,1,0,0,326,326,0,0,1,0.999063670411985,1,1
neos-1430701,10.32,10.42,11121,11121,0,0,0,0,0,0,0,0,134,134,0,0,1,1.00883392226148,1,1
neos-1430811,7200,7200,1932,1922,0,0,0,0,0,0,0,0,187,85,0,0,1,1,1,0.99507874015748
neos-1430811,7200,7200,2458,1778,0,0,0,0,0,0,0,0,87,228,0,0,1,1,1,0.734167318217357
neos-1430811,7200,7200,1706,1632,0,0,0,0,0,0,0,0,96,93,0,0,1,1,1,0.959025470653378
neos-1430811,7200,7200,2004,1296,0,0,0,0,0,0,0,0,199,105,0,0,1,1,1,0.663498098859315
neos-1436709,7200,7200,5177811,5185081,0,0,0,0,1,1,0,0,7365,7365,0,0,1,1,1,1.00140404112778
neos-1436709,7200,7200,4762881,4775806,0,0,0,0,0,0,0,0,6413,6424,0,0,1,1,1,1.00271363669097
neos-1436709,7200,7200,4680225,4699088,0,0,0,0,2,2,0,0,11536,11634,0,0,1,1,1,1.0040302756753
neos-1436709,7200,7200,4381548,4384711,0,0,0,0,0,0,0,0,12417,12502,0,0,1,1,1,1.00072187450932
neos-1436713,7200,7200,1610386,1607621,0,0,0,0,0,0,0,0,316,316,0,0,1,1,1,0.998283126956708
neos-1436713,7200,7200,2283099,2292543,1,1,0,0,1,1,0,0,607,607,0,0,1,1,1,1.00413630174155
neos-1436713,7200,7200,3087919,3091994,0,0,0,0,1,1,0,0,327,327,0,0,1,1,1,1.00131961623293
neos-1436713,7200,7200,1639695,1636532,0,0,0,0,1,1,0,0,200,200,0,0,1,1,1,0.998071100350958
neos-1437164,0.5,0.5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
neos-1437164,0.5,0.5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
neos-1437164,0.77,0.78,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1.00564971751412,1,1
neos-1437164,0.5,0.5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
neos-1439395,109.01,109.59,193227,193227,0,0,0,0,0,0,0,0,1133,1133,0,0,1,1.00527224797746,1,1
neos-1439395,496.36,497.5,969820,969820,0,0,0,0,1,1,0,0,3176,3176,0,0,1,1.00229210230014,1,1
neos-1439395,85.64,86.46,155192,155192,1,1,0,0,1,1,0,0,877,877,0,0,1,1.00946445060018,1,1
neos-1439395,190.46,190.07,366979,366979,0,0,0,0,0,0,0,0,1193,1193,0,0,1,0.997963020996553,1,1
neos-1440225,26.68,26.73,1345,1345,0,0,0,0,0,0,0,0,10,10,0,0,1,1.0018063583815,1,1
neos-1440225,59.72,59.57,3402,3402,0,0,0,0,0,0,0,0,7,7,0,0,1,0.997529644268775,1,1
neos-1440225,4.03,4,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0.99403578528827,1,1
neos-1440225,13.01,13.02,259,259,0,0,0,0,0,0,0,0,0,0,0,0,1,1.00071377587438,1,1
neos-1440447,5.69,5.81,5142,5142,1,1,0,0,1,1,0,0,83,83,0,0,1,1.01793721973094,1,1
neos-1440447,2.68,2.68,2105,2105,0,0,0,0,1,1,0,0,35,35,0,0,1,1,1,1
neos-1440447,7.82,7.95,8147,8147,0,0,0,0,0,0,0,0,125,125,0,0,1,1.01473922902494,1,1
neos-1440447,2.36,2.35,1249,1249,0,0,0,0,0,0,0,0,32,32,0,0,1,0.99702380952381,1,1
neos-1440457,7200,7200,3872132,3863522,1,1,0,0,0,0,0,0,9089,9034,0,0,1,1,1,0.997776476202872
neos-1440457,7200,7200,3137794,3145887,0,0,0,0,1,1,0,0,7947,7947,0,0,1,1,1,1.00257911835135
neos-1440457,7200,7200,4028854,4016999,0,0,0,0,2,2,0,0,10828,10814,0,0,1,1,1,0.997057548932055
neos-1440457,7200,7200,4295613,4290690,0,0,0,0,1,1,0,0,8866,8866,0,0,1,1,1,0.998853973717518
neos-1440460,2623.88,2620.24,4260679,4260679,0,0,0,0,0,0,0,0,10447,10447,0,0,1,0.998613269939959,1,1
neos-1440460,7200,7200,10592036,10619516,1,1,0,0,1,1,0,0,23851,23882,0,0,1,1,1,1.00259437756464
neos-1440460,7200,7200,9545303,9571410,0,0,0,0,1,1,0,0,25148,25205,0,0,1,1,1,1.0027350338168
neos-1440460,7200,7200,8748365,8742852,1,1,0,0,1,1,0,0,37532,37479,0,0,1,1,1,0.999369832307725
neos-1441553,1.93,1.96,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1.01023890784983,1,1
