ProblemName,T_default,T_farkasdiving,T_farkasdiving-no-confs,T_farkasdiving-no-sols,N_default,N_farkasdiving,N_farkasdiving-no-confs,N_farkasdiving-no-sols,DivingSolsMax_default,DivingSolsMax_farkasdiving,DivingSolsMax_farkasdiving-no-confs,DivingSolsMax_farkasdiving-no-sols,FDSols_default,FDSols_farkasdiving,FDSols_farkasdiving-no-confs,FDSols_farkasdiving-no-sols,DivingBestSolsMax_default,DivingBestSolsMax_farkasdiving,DivingBestSolsMax_farkasdiving-no-confs,DivingBestSolsMax_farkasdiving-no-sols,FDBestSols_default,FDBestSols_farkasdiving,FDBestSols_farkasdiving-no-confs,FDBestSols_farkasdiving-no-sols,DivingConfsMax_default,DivingConfsMax_farkasdiving,DivingConfsMax_farkasdiving-no-confs,DivingConfsMax_farkasdiving-no-sols,FDConfs_default,FDConfs_farkasdiving,FDConfs_farkasdiving-no-confs,FDConfs_farkasdiving-no-sols,TQ+1_default,TQ+1_farkasdiving,TQ+1_farkasdiving-no-confs,TQ+1_farkasdiving-no-sols,NQ+100_default,NQ+100_farkasdiving,NQ+100_farkasdiving-no-confs,NQ+100_farkasdiving-no-sols
n4-3,212.68,235.73,187.65,286.3,3225,3427,2346,4559,36,85,67,159,0,107,81,0,5,8,10,15,0,0,0,0,26,67,156,87,0,67,0,29,1,1.10787158367653,0.882862223886185,1.34453388244103,1,1.06075187969925,0.735639097744361,1.4012030075188
neos-1061020,311.42,181.94,184.22,319.25,1553,935,935,1229,1,0,0,1,0,1,1,0,1,1,1,1,0,1,1,0,41,12,12,64,0,0,0,0,1,0.585557902823123,0.592855771077396,1.02506241597849,1,0.626134301270418,0.626134301270418,0.803992740471869
neos-1061020,332.57,370.39,376.76,177.77,1699,1957,1957,646,0,0,0,0,0,1,1,0,0,1,1,0,0,1,1,0,35,39,39,46,0,0,0,0,1,1.11337950055461,1.13247594208112,0.535929490062056,1,1.14341300722624,1.14341300722624,0.41467481934408
neos-1061020,226.36,205.68,208.04,186.81,835,956,956,765,0,0,0,0,0,1,1,0,0,1,1,0,0,1,1,0,39,16,16,42,0,0,0,0,1,0.909042927515834,0.919422941590429,0.826046798029557,1,1.12941176470588,1.12941176470588,0.925133689839572
neos-1109824,13.43,16.35,16.37,13.67,114,202,202,115,0,0,0,0,0,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1.2023562023562,1.2037422037422,1.01663201663202,1,1.41121495327103,1.41121495327103,1.00467289719626
neos-1120495,5.6,27.62,27.52,5.25,21,24,24,15,0,0,0,0,0,2,2,0,0,2,2,0,0,2,2,0,0,0,0,0,0,0,0,0,1,4.33636363636364,4.32121212121212,0.946969696969697,1,1.02479338842975,1.02479338842975,0.950413223140496
neos-1120495,8.07,8.23,8.21,19.21,16,13,13,22,0,0,0,0,0,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1.01764057331863,1.0154355016538,2.22822491730981,1,0.974137931034483,0.974137931034483,1.05172413793103
neos-1120495,4.36,6.72,6.78,4.37,3,12,8,7,0,0,0,0,0,1,1,0,0,1,1,0,0,1,1,0,0,6,0,0,0,6,0,0,1,1.44029850746269,1.45149253731343,1.00186567164179,1,1.0873786407767,1.04854368932039,1.03883495145631
neos-1281048,5.03,5.61,5.66,7,28,26,26,39,0,0,0,0,0,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1.09618573797678,1.1044776119403,1.32669983416252,1,0.984375,0.984375,1.0859375
neos-1420205,3.41,5.1,5.69,5.08,4297,8283,9561,8283,0,0,0,0,0,1,1,0,0,1,1,0,0,1,1,0,62,59,47,59,0,59,0,59,1,1.38321995464853,1.51700680272109,1.37868480725624,1,1.90652717762111,2.19717989538322,1.90652717762111
neos-1420205,3.73,4.47,4.04,4.48,4342,7565,8141,7565,0,0,0,0,0,1,1,0,0,1,1,0,0,1,1,0,59,63,140,63,0,58,0,58,1,1.15644820295983,1.06553911205074,1.15856236786469,1,1.72557406573616,1.85524538496173,1.72557406573616
neos-1420205,5.26,1.83,1.77,1.75,8626,1792,1792,1792,0,0,0,0,0,1,1,0,0,1,1,0,0,1,1,0,61,18,18,18,0,14,0,14,1,0.452076677316294,0.442492012779553,0.439297124600639,1,0.216823286729315,0.216823286729315,0.216823286729315
neos-1420205,3.07,4.08,4.58,4.22,3874,8118,9215,8118,0,0,0,0,0,1,1,0,0,1,1,0,0,1,1,0,23,62,45,62,0,45,0,45,1,1.24815724815725,1.37100737100737,1.28255528255528,1,2.06794162053347,2.34398590840463,2.06794162053347
neos-1445743,45.92,48.08,48.13,45.42,3,3,3,3,0,0,0,0,0,9,9,0,0,3,3,0,0,3,3,0,0,0,0,0,0,0,0,0,1,1.0460358056266,1.04710144927536,0.989343563512361,1,1,1,1
neos-1445743,45.04,45.52,45.31,45.43,3,3,3,3,0,0,0,0,0,9,9,0,0,3,3,0,0,3,3,0,0,0,0,0,0,0,0,0,1,1.01042571676803,1.00586446568202,1.00847089487402,1,1,1,1
neos-1445755,51.9,55.01,53.27,52.11,3,4,4,3,0,0,0,0,0,6,6,0,0,1,1,0,0,1,1,0,0,4,0,0,0,4,0,0,1,1.05879017013233,1.02589792060492,1.00396975425331,1,1.00970873786408,1.00970873786408,1
neos-1445755,48.79,49.18,51.56,48.17,3,3,3,3,0,0,0,0,0,7,7,0,0,3,3,0,0,3,3,0,0,2,0,0,0,2,0,0,1,1.00783289817232,1.05563366137779,0.987547700341434,1,1,1,1
neos-1445755,49.54,52.48,52.42,51.85,3,4,4,4,0,0,0,0,0,6,6,0,0,1,1,0,0,1,1,0,0,19,0,0,0,19,0,0,1,1.05817174515235,1.05698456667986,1.04570637119114,1,1.00970873786408,1.00970873786408,1.00970873786408
neos-1445755,57.24,56.88,55.93,58.94,4,4,4,4,0,0,0,0,0,7,7,0,0,3,3,0,0,3,3,0,0,58,0,0,0,58,0,0,1,0.993818681318681,0.977506868131868,1.02918956043956,1,1,1,1
neos-1445765,56.44,53.3,53.54,54.34,86,71,71,71,0,0,0,0,0,7,7,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0.94533426183844,0.949512534818942,0.963440111420613,1,0.919354838709677,0.919354838709677,0.919354838709677
neos-1445765,68.91,74.04,76.63,78.52,3,5,5,6,0,0,0,0,0,8,8,0,0,1,1,0,0,1,1,0,0,116,0,0,0,116,0,0,1,1.07338006007724,1.11042769274782,1.13746245172364,1,1.01941747572816,1.01941747572816,1.02912621359223
neos-1445765,81.97,79.17,78.44,78.42,7,6,6,7,0,0,0,0,0,8,9,0,0,1,2,0,0,1,2,0,0,28,0,0,0,28,0,0,1,0.966252862480414,0.957454501627094,0.957213450644811,1,0.990654205607477,0.990654205607477,1
neos-1445765,55.31,56.4,56.24,56.71,91,100,100,100,0,0,0,0,0,7,7,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1.01935713017226,1.01651571656899,1.02486236902859,1,1.04712041884817,1.04712041884817,1.04712041884817
neos-1489999,2.88,2.9,2.84,2.87,30,31,31,28,0,0,0,0,0,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1.00515463917526,0.989690721649485,0.997422680412371,1,1.00769230769231,1.00769230769231,0.984615384615385
neos-1489999,2.59,2.8,2.78,2.83,23,25,25,21,0,0,0,0,0,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1.05849582172702,1.05292479108635,1.06685236768802,1,1.01626016260163,1.01626016260163,0.983739837398374
neos-1489999,2.53,2.75,2.76,2.52,31,28,28,29,0,0,0,0,0,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1.06232294617564,1.06515580736544,0.997167138810198,1,0.977099236641221,0.977099236641221,0.984732824427481
neos-1489999,2.9,3.06,2.99,2.99,26,28,28,26,0,0,0,0,0,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1.04102564102564,1.02307692307692,1.02307692307692,1,1.01587301587302,1.01587301587302,1
neos-494568,19.68,17.64,17.49,16.75,6,7,7,6,0,0,0,0,0,1,1,0,0,1,1,0,0,1,1,0,0,5,0,0,0,5,0,0,1,0.901353965183752,0.894100580270793,0.858317214700193,1,1.00943396226415,1.00943396226415,1
neos-494568,19.73,21.19,20.03,28.83,6,6,6,18,0,0,0,0,0,1,1,0,0,1,1,0,0,1,1,0,0,3,0,1,0,3,0,1,1,1.07042932947419,1.01447178002894,1.43897732754462,1,1,1,1.11320754716981
neos-494568,15.52,21.26,21.24,22.43,6,6,6,6,0,0,0,0,0,1,1,0,0,1,1,0,0,1,1,0,0,10,0,1,0,10,0,1,1,1.34745762711864,1.34624697336562,1.4182808716707,1,1,1,1
neos-498623,24.8,26.82,26.94,21.13,6,6,6,6,0,0,0,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,0,0,0,1,0,0,1,1.07829457364341,1.08294573643411,0.857751937984496,1,1,1,1
neos-498623,24.84,29.26,23.34,32.37,6,6,6,6,0,0,0,0,0,1,2,0,0,1,2,0,0,1,2,0,0,1,0,0,0,1,0,0,1,1.17105263157895,0.941950464396285,1.29140866873065,1,1,1,1
neos-498623,45.64,30.51,30.9,71.18,21,6,7,176,0,0,0,1,0,2,1,0,0,2,1,1,0,2,1,0,0,0,0,5,0,0,0,0,1,0.675600343053173,0.683962264150943,1.54759862778731,1,0.87603305785124,0.884297520661157,2.28099173553719
neos-504815,19.49,14.9,14.93,16.69,2922,2177,2177,3034,1,1,1,0,0,2,2,0,1,2,2,0,0,2,2,0,46,33,33,31,0,0,0,31,1,0.775988286969253,0.777452415812591,0.863347974621767,1,0.753474520185308,0.753474520185308,1.03706154864328
neos-504815,15.86,15.88,15.54,15.16,2964,2701,2543,2472,1,1,1,2,0,1,1,0,1,1,1,2,0,1,1,0,10,36,27,34,0,36,0,6,1,1.0011862396204,0.981020166073547,0.958481613285884,1,0.914164490861619,0.862597911227154,0.839425587467363
neos-504815,17.44,13.3,13.64,13.2,3753,1561,1559,1561,2,1,1,1,0,1,1,0,2,1,1,1,0,1,1,0,21,17,16,17,0,15,0,15,1,0.775488069414317,0.793926247288503,0.770065075921909,1,0.431092655073968,0.430573579029328,0.431092655073968
neos-504815,18.01,15.87,15.63,16.74,3466,2698,2613,2800,1,1,1,1,0,1,1,0,1,1,1,1,0,1,1,0,19,26,34,28,0,26,0,5,1,0.887427669647554,0.87480273540242,0.933193056286165,1,0.784632641615255,0.760796410544027,0.813236118900729
neos-522351,1.23,1.55,1.57,1.55,2,2,2,2,0,0,0,0,0,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1.14349775784753,1.152466367713,1.14349775784753,1,1,1,1
neos-525149,2.54,2.12,2.16,5.49,2,1,1,21,0,0,0,0,0,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0.88135593220339,0.892655367231638,1.83333333333333,1,0.990196078431373,0.990196078431373,1.18627450980392
neos-538867,68.04,58.5,53.98,101.51,23809,23137,21501,37172,0,0,1,0,0,1,1,0,0,1,1,0,0,1,1,0,550,551,544,424,0,328,0,113,1,0.861819235225956,0.796349942062572,1.48479142526072,1,0.971893429252583,0.90346731356393,1.55891087038354
neos-538867,54.31,64.9,71,53.61,27978,31065,31536,25068,1,0,0,0,0,1,1,0,1,1,1,0,0,1,1,0,765,706,602,373,0,391,0,93,1,1.19146628096185,1.30175375158199,0.987344060748508,1,1.10994372818577,1.12671842723841,0.896360139611083
neos-538867,100.49,49.22,51.52,57.33,33245,22694,22220,31366,0,0,0,0,0,1,1,0,0,1,1,0,0,1,1,0,202,393,299,541,0,211,0,83,1,0.494827076559267,0.517489407823431,0.57473642723421,1,0.683580746738641,0.669365721997301,0.943649722597091
neos-538916,39.98,35.66,36.09,27.91,8110,5392,5475,3712,0,0,0,0,0,1,1,0,0,1,1,0,0,1,1,0,223,272,301,164,0,156,0,26,1,0.894582723279649,0.905075646656906,0.705466081015129,1,0.668940316686967,0.67904993909866,0.464311814859927
neos-555298,58.31,53.14,52.54,53.14,1100,655,682,655,1,0,1,0,0,1,1,0,1,1,1,0,0,1,1,0,12,9,2,9,0,9,0,9,1,0.912830888551678,0.902714550665992,0.912830888551678,1,0.629166666666667,0.651666666666667,0.629166666666667
neos-555298,56.61,51.74,52.63,67.39,1014,685,581,1540,1,1,1,1,0,1,1,0,1,1,1,1,0,1,1,0,15,9,3,24,0,2,0,3,1,0.915466064919285,0.930914771741017,1.18712029161604,1,0.704667863554758,0.611310592459605,1.4721723518851
neos-555298,45.83,38.27,66,72.72,582,299,2907,1450,0,0,1,1,0,1,1,0,0,1,1,2,0,1,1,0,18,35,2,40,0,6,0,40,1,0.838565022421525,1.43070681187273,1.57420456972027,1,0.585043988269795,4.40909090909091,2.27272727272727
neos-555298,56.29,60.88,52.32,47.7,1091,638,628,468,0,0,1,0,0,1,1,0,0,1,1,0,0,1,1,0,46,26,32,19,0,14,0,3,1,1.08011869436202,0.930703438645488,0.850061092686333,1,0.619647355163728,0.611251049538203,0.476910159529807
neos-555343,262.55,571.14,7200,7200,13175,49279,1858894,989821,2,0,0,0,0,1,1,0,2,5,1,1,0,1,1,0,742,1002,15527,6761,0,1002,0,1864,1,2.17089736292924,27.323088597989,27.323088597989,1,3.71969868173258,140.037212806026,74.5703201506591
neos-555343,7200,3912.8,7200,2034.76,1098062,303934,277050,357426,1,0,0,0,0,1,1,0,2,1,1,1,0,1,1,0,6168,7402,3091,3215,0,2700,0,1058,1,0.543507846132482,1,0.282705179836134,1,0.276857148580993,0.252376243213661,0.325567630276772
neos-555424,1948.51,1107.6,7200,3971.19,433289,96804,1027293,479281,1,0,0,1,0,1,1,0,1,1,1,1,0,1,1,0,4953,2908,11350,5473,0,1231,0,1473,1,0.568655713486979,3.69374868556714,2.03753250816872,1,0.223595891912347,2.37060239184659,1.10612175205185
neos-555424,384.78,84.69,943.8,359.52,52136,3738,157763,57451,1,0,1,1,0,1,1,0,1,1,1,1,0,1,1,0,954,315,6259,1811,0,12,0,12,1,0.222121416351288,2.44906423350096,0.934522266576806,1,0.073474232330194,3.02211118768665,1.10174975112949
neos-555424,441.68,192.18,164.67,282.13,60699,20100,16489,35648,0,1,1,1,0,1,1,0,1,3,1,3,0,1,1,0,1216,396,650,842,0,5,0,5,1,0.43638745820909,0.374243245685371,0.639581639107256,1,0.332242306616885,0.272849882399382,0.587970196878238
neos-555424,786.56,6470.56,7200,7200,155876,929190,1191363,1050562,1,1,0,1,0,1,1,0,2,3,3,1,0,1,1,0,4404,8507,7531,15123,0,3309,0,4567,1,8.21722789374778,9.14343034181523,9.14343034181523,1,5.95790378006873,7.63875852695286,6.73604913576448
neos-555694,8.26,3.29,3.05,3.71,21,2,3,4,0,0,0,0,0,1,3,0,0,1,3,0,0,1,3,0,0,41,0,17,0,41,0,17,1,0.463282937365011,0.437365010799136,0.508639308855292,1,0.84297520661157,0.851239669421488,0.859504132231405
neos-555694,3.1,2.83,2.4,3.8,6,3,2,6,0,0,0,0,0,3,2,0,0,3,2,0,0,3,2,0,0,4,0,4,0,4,0,4,1,0.934146341463415,0.829268292682927,1.17073170731707,1,0.971698113207547,0.962264150943396,1
neos-555694,3.37,3.88,3.87,3.87,6,6,6,6,0,0,0,0,0,1,1,0,0,1,1,0,0,1,1,0,0,4,0,4,0,4,0,4,1,1.11670480549199,1.11441647597254,1.11441647597254,1,1,1,1
neos-555771,2.74,3.21,3.18,4.94,6,7,7,16,0,0,0,0,0,1,1,0,0,1,1,0,0,1,1,0,0,7,0,77,0,7,0,77,1,1.12566844919786,1.11764705882353,1.58823529411765,1,1.00943396226415,1.00943396226415,1.09433962264151
neos-555771,7.89,3.02,3.04,3.66,41,3,3,7,0,0,0,0,0,3,3,0,0,3,3,0,0,3,3,0,0,5,0,5,0,5,0,5,1,0.452193475815523,0.454443194600675,0.524184476940382,1,0.730496453900709,0.730496453900709,0.75886524822695
neos-555771,2.33,2.01,2,2.42,6,2,2,3,0,0,0,0,0,2,2,0,0,2,2,0,0,2,2,0,0,0,0,0,0,0,0,0,1,0.903903903903904,0.900900900900901,1.02702702702703,1,0.962264150943396,0.962264150943396,0.971698113207547
neos-555771,2.27,1,0.98,3.11,6,1,1,7,0,0,0,0,0,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0.611620795107034,0.605504587155963,1.25688073394495,1,0.952830188679245,0.952830188679245,1.00943396226415
neos-595905,1.34,1.39,1.34,1.39,2,2,1,2,0,0,0,0,0,1,1,0,0,1,1,0,0,1,1,0,0,89,0,89,0,89,0,89,1,1.02136752136752,1,1.02136752136752,1,1,0.990196078431373,1
neos-603073,146.92,57.64,7200,250.26,37727,6238,2716184,49010,1,1,0,0,0,1,1,0,1,1,1,0,0,1,1,0,93,150,82,101,0,150,0,101,1,0.396430502974581,48.6817198485668,1.69862087614927,1,0.167552277473762,71.8080735982235,1.29827900705845
neos-603073,6383.98,34.69,83.95,390.57,2173680,3876,12125,112493,0,0,1,0,0,1,2,0,0,1,2,0,0,1,2,0,64,18,80,60,0,0,0,0,1,0.005589680782085,0.013304661878346,0.061326738689863,1,0.001829071939203,0.005623844179264,0.051795949912135
neos-603073,171.47,201.97,40.53,1295.84,32941,35671,4270,471155,0,0,1,0,0,1,1,0,0,2,1,0,0,1,1,0,36,77,41,48,0,77,0,38,1,1.1768423493941,0.240795500666783,7.5192207340407,1,1.08262461789897,0.132259919493962,14.2627341787476
neos-611838,26.61,28,27.7,27.64,282,292,292,292,2,0,0,0,0,16,16,0,1,2,2,1,0,2,2,0,1,0,0,0,0,0,0,0,1,1.05034407823252,1.03947844983702,1.03730532415791,1,1.0261780104712,1.0261780104712,1.0261780104712
neos-611838,29.33,28.23,27.87,28.03,319,226,226,226,0,0,0,0,0,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.963732278272338,0.951862842070557,0.957138147049126,1,0.778042959427208,0.778042959427208,0.778042959427208
neos-611838,25.72,25.04,24.77,24.87,272,197,197,197,2,1,1,1,0,14,14,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.974550898203593,0.964446107784431,0.968188622754491,1,0.798387096774194,0.798387096774194,0.798387096774194
neos-611838,28.96,28.85,28.5,28.62,210,204,204,204,1,1,1,1,0,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.996328437917223,0.984646194926569,0.988651535380507,1,0.980645161290322,0.980645161290322,0.980645161290322
neos-612125,19.94,19.65,19.5,19.51,45,76,76,76,1,0,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.986150907354346,0.978987583572111,0.979465138490926,1,1.21379310344828,1.21379310344828,1.21379310344828
neos-612125,23.16,20.96,20.82,20.84,154,62,62,62,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.908940397350993,0.903145695364238,0.903973509933775,1,0.637795275590551,0.637795275590551,0.637795275590551
neos-612125,24.09,19.53,19.37,19.34,175,38,38,38,0,0,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.818254284575528,0.811877241929055,0.810681546432842,1,0.501818181818182,0.501818181818182,0.501818181818182
neos-612125,21.59,26.58,26.33,26.3,161,23,23,23,0,0,0,0,0,21,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.22089420097388,1.20982735723772,1.20849933598938,1,0.471264367816092,0.471264367816092,0.471264367816092
neos-612143,27.24,26.58,26.28,26.36,203,216,216,216,0,0,0,0,0,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.976628895184136,0.966005665722379,0.968838526912181,1,1.04290429042904,1.04290429042904,1.04290429042904
neos-612143,24.71,23.09,22.98,22.92,177,116,116,116,1,1,1,1,0,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.936989498249708,0.93271100739012,0.930377285103073,1,0.779783393501805,0.779783393501805,0.779783393501805
neos-612143,32.28,28.07,27.57,27.74,170,138,138,138,1,1,1,1,0,16,16,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.873497596153846,0.858473557692308,0.863581730769231,1,0.881481481481482,0.881481481481482,0.881481481481482
neos-612143,29.6,26.88,26.53,26.6,302,242,242,242,0,0,0,0,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.911111111111111,0.899673202614379,0.901960784313726,1,0.850746268656716,0.850746268656716,0.850746268656716
neos-612162,25,23.93,23.58,23.44,197,173,173,173,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.958846153846154,0.945384615384615,0.94,1,0.919191919191919,0.919191919191919,0.919191919191919
neos-612162,27.35,26.99,26.73,26.74,184,181,181,181,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.987301587301587,0.978130511463845,0.978483245149912,1,0.98943661971831,0.98943661971831,0.98943661971831
neos-612162,21.42,21.04,20.74,20.69,219,189,189,189,1,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.983050847457627,0.969669937555754,0.967439785905441,1,0.905956112852664,0.905956112852664,0.905956112852664
neos-612162,25.63,24.73,24.52,24.59,265,224,224,224,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.966203529853549,0.958317686819377,0.960946301164101,1,0.887671232876712,0.887671232876712,0.887671232876712
neos-662469,7200,6607.85,7200,7200,79015,54861,75593,83676,1,1,1,3,0,1,0,0,1,1,1,3,0,1,0,0,1095,2064,783,1674,0,2064,0,1674,1,0.917768365504791,1,1,1,0.694697592112747,0.956746508247488,1.05891423876635
neos-775946,7.03,7.09,7.14,6.38,4,3,3,3,0,0,0,0,0,3,3,0,0,3,3,0,0,3,3,0,0,0,0,0,0,0,0,0,1,1.00747198007472,1.01369863013699,0.919053549190535,1,0.990384615384615,0.990384615384615,0.990384615384615
neos-775946,9.01,8.24,8.19,7.95,3,3,3,7,0,0,0,0,0,3,3,0,0,3,3,0,0,3,3,0,0,0,0,0,0,0,0,0,1,0.923076923076923,0.918081918081918,0.894105894105894,1,1,1,1.03883495145631
neos-775946,7.08,7.58,7.04,10.95,4,5,3,46,0,0,0,0,0,1,3,0,0,1,3,0,0,1,3,0,0,5,0,0,0,5,0,0,1,1.06188118811881,0.995049504950495,1.4789603960396,1,1.00961538461538,0.990384615384615,1.40384615384615
neos-780889,284.39,169.55,170.61,253.71,2,1,1,2,0,0,0,0,0,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0.597603279722485,0.601317495357231,0.892497985213217,1,0.990196078431373,0.990196078431373,1
neos-796608,185.19,0.5,0.5,2.38,864703,2,3,9426,0,0,0,0,0,1,1,0,0,1,1,0,0,1,1,0,40,5,0,2,0,5,0,0,1,0.008056286588968,0.008056286588968,0.018153499113809,1,0.00011794593682,0.000119102269534,0.011015225432844
neos-796608,183.39,0.5,0.5,10.36,843360,2,2,43924,0,0,0,0,0,1,1,0,0,1,1,0,0,1,1,0,37,0,0,2,0,0,0,0,1,0.008134931395412,0.008134931395412,0.061608547101253,1,0.000120930453134,0.000120930453134,0.05219453204657
neos-796608,0.5,0.5,0.5,0.5,2,3,3,3,0,0,0,0,0,1,1,0,0,1,1,0,0,1,1,0,0,3,0,3,0,3,0,3,1,1,1,1,1,1.00980392156863,1.00980392156863,1.00980392156863
neos-796608,181.16,0.5,0.5,19.85,848510,2,2,84136,0,0,0,0,0,1,1,0,0,1,1,0,0,1,1,0,154,0,0,24,0,0,0,20,1,0.008234519104084,0.008234519104084,0.114459815546772,1,0.000120196556722,0.000120196556722,0.099263501490673
neos-807639,16.15,17.09,16.81,15.83,2595,2767,2789,2695,0,0,1,1,0,1,1,0,0,1,1,1,0,1,1,0,365,315,202,294,0,315,0,161,1,1.05481049562682,1.03848396501458,0.98134110787172,1,1.06382189239332,1.07198515769944,1.03710575139147
neos-807639,15.63,16.45,14.92,15.68,2501,2393,2415,2518,0,1,0,1,0,1,1,0,0,1,1,1,0,1,1,0,307,385,336,309,0,385,0,192,1,1.04930847865304,0.957306073361395,1.00300661455201,1,0.958477508650519,0.966935793925413,1.00653594771242
neos-807705,26.69,27.95,28.02,26.01,3259,3928,3229,3131,1,1,1,2,0,2,1,0,1,2,2,2,0,2,1,0,242,474,293,222,0,474,0,162,1,1.04550379198267,1.04803178042615,0.975442397977609,1,1.19916641857696,0.991068770467401,0.961893420660911
neos-807705,26.27,28.09,26.81,23.31,3762,3967,3563,3171,2,1,1,2,0,2,2,0,2,2,2,2,0,2,2,0,284,287,297,231,0,287,0,93,1,1.06674000733407,1.01980198019802,0.891455812247891,1,1.0530813050233,0.94847229414811,0.846970481615743
neos-807705,27.09,26.36,26.06,25.11,3708,2998,3338,3267,2,1,1,1,0,1,2,0,2,1,2,1,0,1,2,0,366,313,222,277,0,313,0,193,1,0.974012103951584,0.963332146671413,0.929512281950872,1,0.813550420168067,0.902836134453782,0.884191176470588
neos-808072,16.06,17.63,17.18,15.9,59,40,40,12,0,0,0,0,0,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1.09202813599062,1.06565064478312,0.990621336459554,1,0.880503144654088,0.880503144654088,0.70440251572327
neos-810326,50.31,26.89,26.74,51.62,1196,527,527,1407,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,275,24,24,179,0,0,0,0,1,0.543558760475541,0.540635353732216,1.02553108555837,1,0.483796296296296,0.483796296296296,1.16280864197531
neos-810326,15.01,49.06,48.91,39.16,177,1095,1109,934,0,0,0,0,0,1,1,0,0,1,1,0,0,1,1,0,0,204,185,92,0,88,0,10,1,3.12679575265459,3.11742660836977,2.50843222985634,1,4.31407942238267,4.36462093862816,3.73285198555957
neos-810326,35.82,88.79,61.62,55.92,851,1956,1246,1733,0,1,0,0,0,2,1,0,0,2,1,0,0,2,1,0,372,235,276,139,0,63,0,0,1,2.43862031504617,1.7007061379685,1.5458989679522,1,2.16193480546793,1.41535226077813,1.92744479495268
neos-825075,1.81,2.07,2.06,1.88,7,11,11,4,0,0,0,0,0,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1.09252669039146,1.08896797153025,1.02491103202847,1,1.03738317757009,1.03738317757009,0.97196261682243
neos-825075,1.77,2.31,2.3,1.69,5,2,2,3,0,0,0,0,0,2,2,0,0,2,2,0,0,2,2,0,0,2,0,0,0,2,0,0,1,1.19494584837545,1.1913357400722,0.971119133574007,1,0.971428571428571,0.971428571428571,0.980952380952381
neos-825075,2.02,1.69,1.68,1.68,6,2,2,2,0,0,0,0,0,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0.890728476821192,0.887417218543046,0.887417218543046,1,0.962264150943396,0.962264150943396,0.962264150943396
neos-841664,2990.72,7200,7200,7200,45747,76827,27197,32883,75,14,12,74,0,448,447,0,8,74,61,5,0,74,61,0,1339,9266,4048,1454,0,9266,0,222,1,2.4069765887182,2.4069765887182,2.4069765887182,1,1.67790695138177,0.595393373612232,0.719414574563221
neos-850681,6.34,2.74,2.8,6.02,6,1,1,5,0,0,0,0,0,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0.509536784741144,0.517711171662125,0.956403269754768,1,0.952830188679245,0.952830188679245,0.990566037735849
neos-850681,6.52,7.25,7.28,8.57,6,2,2,6,0,0,0,0,0,2,2,0,0,2,2,0,0,2,2,0,0,0,0,0,0,0,0,0,1,1.09707446808511,1.10106382978723,1.27260638297872,1,0.962264150943396,0.962264150943396,1
