ProblemName,Seed,T_coefdiving,T_conflictdiving-no-coefdiving,T_conflictdiving-no-coefdiving-no-confs,T_conflictdiving-no-coefdiving-no-sols,T_no-coefdiving,N_coefdiving,N_conflictdiving-no-coefdiving,N_conflictdiving-no-coefdiving-no-confs,N_conflictdiving-no-coefdiving-no-sols,N_no-coefdiving,CoefSols_coefdiving,CoefSols_conflictdiving-no-coefdiving,CoefSols_conflictdiving-no-coefdiving-no-confs,CoefSols_conflictdiving-no-coefdiving-no-sols,CoefSols_no-coefdiving,ConfSols_coefdiving,ConfSols_conflictdiving-no-coefdiving,ConfSols_conflictdiving-no-coefdiving-no-confs,ConfSols_conflictdiving-no-coefdiving-no-sols,ConfSols_no-coefdiving,CoefBestSols_coefdiving,CoefBestSols_conflictdiving-no-coefdiving,CoefBestSols_conflictdiving-no-coefdiving-no-confs,CoefBestSols_conflictdiving-no-coefdiving-no-sols,CoefBestSols_no-coefdiving,ConfBestSols_coefdiving,ConfBestSols_conflictdiving-no-coefdiving,ConfBestSols_conflictdiving-no-coefdiving-no-confs,ConfBestSols_conflictdiving-no-coefdiving-no-sols,ConfBestSols_no-coefdiving,CoefConfs_coefdiving,CoefConfs_conflictdiving-no-coefdiving,CoefConfs_conflictdiving-no-coefdiving-no-confs,CoefConfs_conflictdiving-no-coefdiving-no-sols,CoefConfs_no-coefdiving,ConfConfs_coefdiving,ConfConfs_conflictdiving-no-coefdiving,ConfConfs_conflictdiving-no-coefdiving-no-confs,ConfConfs_conflictdiving-no-coefdiving-no-sols,ConfConfs_no-coefdiving,CoefAvgDepth_coefdiving,CoefAvgDepth_conflictdiving-no-coefdiving,CoefAvgDepth_conflictdiving-no-coefdiving-no-confs,CoefAvgDepth_conflictdiving-no-coefdiving-no-sols,CoefAvgDepth_no-coefdiving,ConfAvgDepth_coefdiving,ConfAvgDepth_conflictdiving-no-coefdiving,ConfAvgDepth_conflictdiving-no-coefdiving-no-confs,ConfAvgDepth_conflictdiving-no-coefdiving-no-sols,ConfAvgDepth_no-coefdiving,TQ+1_coefdiving,TQ+1_conflictdiving-no-coefdiving,TQ+1_conflictdiving-no-coefdiving-no-confs,TQ+1_conflictdiving-no-coefdiving-no-sols,TQ+1_no-coefdiving,NQ+100_coefdiving,NQ+100_conflictdiving-no-coefdiving,NQ+100_conflictdiving-no-coefdiving-no-confs,NQ+100_conflictdiving-no-coefdiving-no-sols,NQ+100_no-coefdiving
misc07,3,15.88,15.86,16.2,16.01,15.89,7615,7553,7620,7553,7464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,179,0,0,0,0,0,157,0,157,0,27.1,0,0,0,0,0,26.6,26.5,26.6,0,0.999407933688573,0.998223801065719,1.01835405565423,1.00710479573712,1,1.01996298254892,1.01176626123744,1.02062400846113,1.01176626123744,1
misc07,4,11.39,11.64,11.94,11.79,11.64,5035,5102,5102,5102,5102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,42,0,42,0,19.5,0,0,0,0,0,28.6,28.6,28.6,0,0.980221518987342,1,1.02373417721519,1.01186708860759,1,0.987120338331411,1,1,1,1
mitre,0,12.11,12.25,12.07,11.87,12.03,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.00613967766692,1.01688411358404,1.00306983883346,0.987720644666155,1,1,1,1,1,1
mitre,1,12.01,12.07,12.51,12.1,12.15,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9893536121673,0.993916349809886,1.02737642585551,0.996197718631179,1,1,1,1,1,1
mitre,3,12.07,12.18,12.12,12.45,12.15,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.993916349809886,1.00228136882129,0.997718631178707,1.02281368821293,1,1,1,1,1,1
mitre,4,15.52,15.42,16.81,15.6,15.53,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999395039322444,0.993345432546884,1.07743496672716,1.00423472474289,1,1,1,1,1,1
mkc,0,7200,7200,7200,7200,7200,613580,378715,300837,379309,434115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,0,0,0,0,172,0,172,0,90.9,0,0,0,0,0,156.8,151.7,156.8,0,1,1,1,1,1,1.41330907499741,0.872413435740359,0.693059889685985,0.873781421645959,1
mkc,1,7200,7200,7200,7200,7200,508660,406920,471383,408341,364203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,187,0,0,0,0,0,54,0,54,0,95.6,0,0,0,0,0,166.4,138.2,166.4,0,1,1,1,1,1,1.39652981172266,1.11725678899158,1.29420564749673,1.12115738821805,1
mkc,3,7200,7200,7200,7200,7200,498346,447731,472178,448924,456507,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,345,0,0,0,0,0,21,0,21,0,98.1,0,0,0,0,0,158.4,166.1,158.4,0,1,1,1,1,1,1.09163022029886,0.980779970521696,1.03432054261104,0.983392720654742,1
mkc,4,7200,7200,7200,7200,7200,608098,408389,498233,409803,365047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,310,0,0,0,0,0,119,0,119,0,97.8,0,0,0,0,0,167.7,159.4,167.7,0,1,1,1,1,1,1.66562507702377,1.11869740132056,1.36474625287898,1.12256981434874,1
mkc1,0,3438.19,7200,1864.65,7200,5695.12,951305,1965655,457195,2021255,1704770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,86,0,86,0,42.3,0,0,0,0,0,88.1,76.6,88.1,0,0.603777659178528,1.26419387232011,0.327529967767533,1.26419387232011,1,0.558051347023527,1.15302339767842,0.268228662595975,1.18563585493322,1
mkc1,1,7200,88.09,50.94,89.74,167.83,1703742,5444,2074,5444,15636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,14,0,14,0,49.8,0,0,0,0,0,44.7,36.5,44.7,0,42.6523722087307,0.527690576319374,0.307646745246698,0.537463720902683,1,108.276690391459,0.352313167259786,0.138154550076258,0.352313167259786,1
mkc1,3,109.77,54.57,91.74,53.99,36.1,12288,2990,7687,2990,1431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,24,0,0,0,0,0,64,64,64,0,2.98571428571429,1.49784366576819,2.49973045822102,1.4822102425876,1,8.09144350097975,2.01828870019595,5.08621815806662,2.01828870019595,1
mkc1,4,7200,6126.77,7200,5963.54,7200,2101693,1853553,1988447,1853553,2071458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,35,0,35,0,78.5,0,0,0,0,0,70.3,36.5,70.3,0,1,0.850960977641994,1,0.82829329259825,1,1.01459529494226,0.894811055254065,0.959928227932793,0.894811055254065,1
mod008,0,1.25,1.23,1.24,1.28,1.25,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.991111111111111,0.995555555555555,1.01333333333333,1,1,1,1,1,1
mod008,1,1.25,1.26,1.28,1.26,1.24,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.00446428571429,1.00892857142857,1.01785714285714,1.00892857142857,1,1,1,1,1,1
mod008,3,1.3,1.27,1.67,1.74,1.26,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.01769911504425,1.00442477876106,1.18141592920354,1.21238938053097,1,1,1,1,1,1
mod008,4,1.16,1.15,1.5,1.15,1.17,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.995391705069125,0.990783410138249,1.15207373271889,0.990783410138249,1,1,1,1,1,1
mod010,0,0.53,0.5,0.88,0.5,0.5,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.02,1,1.25333333333333,1,1,1,1,1,1,1
mod010,1,0.55,0.63,0.53,0.56,0.56,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.993589743589744,1.04487179487179,0.980769230769231,1,1,1,1,1,1,1
mod010,3,0.53,0.5,0.79,0.5,0.52,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.00657894736842,0.986842105263158,1.17763157894737,0.986842105263158,1,1,1,1,1,1
mod010,4,0.81,0.84,1.04,0.8,0.83,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.989071038251366,1.00546448087432,1.11475409836066,0.983606557377049,1,1,1,1,1,1
mod011,0,404.56,459.04,458.03,463.14,465.86,586,619,619,619,619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.3,0,0,0,0,0,0,0,0,0,0.868697253994774,0.98539176626826,0.983228376815319,0.994173842265347,1,0.954102920723227,1,1,1,1
mod011,1,615.96,671.83,641.86,641.13,667.93,683,661,646,646,661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.4,0,0,0,0,0,0,0,0,0,0.922308761753846,1.00583020644911,0.961027312274827,0.959936017221533,1,1.02890932982917,1,0.980289093298292,0.980289093298292,1
mod011,3,200.28,193.86,205.99,155.39,196.98,1353,1136,1129,734,1136,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.1,0,0,0,0,0,0,0,0,0,1.01666835033842,0.984240832407314,1.04550964743914,0.789928275583392,1,1.17556634304207,1,0.994336569579288,0.674757281553398,1
mod011,4,384.94,365.46,351.77,352.36,366.34,696,647,635,635,647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.4,0,0,0,0,0,0,0,0,0,1.05063428975881,0.997604399194207,0.960336473022268,0.961942614471607,1,1.06559571619813,1,0.983935742971888,0.983935742971888,1
modglob,0,0.6,0.62,0.59,0.59,0.62,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.987654320987654,1,0.981481481481481,0.981481481481481,1,1,1,1,1,1
modglob,1,0.5,0.5,0.79,0.5,0.5,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1.19333333333333,1,1,1,1,1,1,1
modglob,3,0.5,0.5,0.5,0.5,0.5,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
momentum1,0,7200,7200,7200,7200,7200,32726,22201,36927,41356,10878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,89.2,0,0,0,0,0,46.3,41,43.4,0,1,1,1,1,1,2.99016214246675,2.03142648934232,3.37283658225542,3.77627983239206,1
momentum1,1,7200,7200,7200,7200,7200,51213,86613,36333,54172,37872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,2,0,11,0,54.9,0,0,0,0,0,39.6,32.2,34.7,0,1,1,1,1,1,1.35133782787317,2.28360370799536,0.959470135889603,1.42926366796587,1
momentum1,3,7200,7200,7200,7200,7200,18136,28862,21555,8097,18088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,31,0,25,0,72.5,0,0,0,0,0,36.1,51.2,29.2,0,1,1,1,1,1,1.00263910270508,1.59236859467781,1.19062018913569,0.450681768198812,1
momentum1,4,7200,7200,7200,7200,7200,12387,36856,124404,19469,85587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,60,0,139,0,52.9,0,0,0,0,0,43.4,42.5,44,0,1,1,1,1,1,0.145728056764737,0.431290627516426,1.45300920793119,0.228377700234575,1
momentum3,0,7200,7200,7200,7200,7200,195,131,131,131,217,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,769.5,0,0,0,0,0,147,147,147,0,1,1,1,1,1,0.930599369085174,0.728706624605678,0.728706624605678,0.728706624605678,1
momentum3,1,7200,7200,7200,7200,7200,449,186,189,181,370,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,139,0,0,0,0,0,7,0,155,0,457.2,0,0,0,0,0,89,89,359.8,0,1,1,1,1,1,1.16808510638298,0.608510638297872,0.614893617021277,0.597872340425532,1
momentum3,3,7200,7200,7200,7200,7200,281,234,325,297,294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,0,0,0,0,0,0,8,0,332.3,0,0,0,0,0,327,372.3,266,0,1,1,1,1,1,0.967005076142132,0.847715736040609,1.07868020304569,1.00761421319797,1
momentum3,4,7200,7200,7200,7200,7200,1104,1178,884,827,286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,0,0,0,0,0,180,0,130,0,397.7,0,0,0,0,0,292.1,282.9,427.7,0,1,1,1,1,1,3.11917098445596,3.31088082901554,2.54922279792746,2.40155440414508,1
msc98-ip,0,7200,7200,7200,7200,7200,4373,6869,4515,11885,4385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1847,0,0,0,0,0,1199,0,1808,0,84.7,0,0,0,0,0,90.4,53.2,56,0,1,1,1,1,1,0.997324414715719,1.55384615384615,1.02898550724638,2.67224080267559,1
msc98-ip,1,7200,7200,7200,7200,7200,3593,3727,4215,3758,4452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,886,0,0,0,0,0,1334,0,1334,0,80.9,0,0,0,0,0,44.5,49.1,44.5,0,1,1,1,1,1,0.811291739894552,0.84072934973638,0.947934973637961,0.847539543057997,1
msc98-ip,3,7200,7200,7200,7200,7200,4995,12282,22811,11813,5053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1166,0,0,0,0,0,2008,0,1905,0,85.3,0,0,0,0,0,55,75.2,56,0,1,1,1,1,1,0.988744420725791,2.40287211333204,4.44614787502426,2.31185717058024,1
msc98-ip,4,7200,7200,6346.49,7200,7200,6482,3716,17900,3744,3524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,437,0,0,0,0,0,1612,0,1612,0,74.1,0,0,0,0,0,37.7,36.6,37.7,0,1,1,0.881473406471323,1,1,1.81622516556291,1.05298013245033,4.96688741721854,1.060706401766,1
mspp16,0,461.08,458.92,457.21,458.5,460.53,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.00119168851429,0.996511602712716,0.992806534786471,0.995601586029077,1,1,1,1,1,1
mspp16,1,457.56,458.16,454.87,454.45,463.46,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.987297076174482,0.988588898936399,0.981505404125221,0.980601128191879,1,1,1,1,1,1
mspp16,3,441.68,440.74,436.46,437.32,446.88,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.988389747253729,0.986290970795749,0.976734839689202,0.978654996874163,1,1,1,1,1,1
mspp16,4,413.71,414.77,413.84,413.28,416.61,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.993055721845741,0.995593975240056,0.993367017073346,0.992026053015972,1,1,1,1,1,1
mzzv11,0,369.78,371.01,311.36,371.71,310.14,2672,2540,1806,2540,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,29,0,29,0,47,0,0,0,0,0,38,37,38,0,1.19168220093848,1.1956354052838,1.00392106447258,1.19788519637462,1,1.30754716981132,1.24528301886792,0.899056603773585,1.24528301886792,1
mzzv11,1,450.22,307.79,308.39,321.72,252.61,2212,1007,1387,1374,833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,18,0,16,0,127.7,0,0,0,0,0,166,212.5,183,0,1.77918851780293,1.21757817120776,1.21994400851701,1.27250502740428,1,2.47802786709539,1.18649517684887,1.59378349410504,1.57984994640943,1
mzzv11,3,406.64,485.6,396.71,454.54,401.22,2189,3120,1994,2540,2039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,23,0,187,0,0,0,0,0,80.8,102.4,72.3,0,1.01347521257024,1.2097856894237,0.988787230868679,1.13256426831087,1,1.07012622720898,1.50537634408602,0.978962131837307,1.23422159887798,1
mzzv11,4,362.35,260.22,380.96,261.26,343.12,1922,968,1965,968,1629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,6,0,6,0,36.2,0,0,0,0,0,81.3,25,81.3,0,1.05588166918517,0.75909566430315,1.10996164128792,0.762117865860746,1,1.16946211683054,0.617698091382302,1.19433198380567,0.617698091382302,1
mzzv42z,0,157.21,232.84,163.03,220.4,200.77,174,387,200,356,319,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,8,0,22,0,74,0,0,0,0,0,49,68,53.5,0,0.784110621004114,1.15894335134064,0.812955345195024,1.09728899241711,1,0.653937947494033,1.16229116945107,0.715990453460621,1.08830548926014,1
mzzv42z,1,207.52,183.3,193.66,182.6,202.54,309,236,305,236,283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,10,0,10,0,27,0,0,0,0,0,34,34,34,0,1.02446693524614,0.905473125675543,0.956372211850251,0.902033998231306,1,1.06788511749347,0.877284595300261,1.05744125326371,0.877284595300261,1
mzzv42z,3,188.24,186.28,186.29,188.12,186.45,214,214,214,214,214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,8,0,8,0,60,0,0,0,0,0,87,87,87,0,1.0095492131235,0.999093091491064,0.999146439050413,1.00890904241131,1,1,1,1,1,1
mzzv42z,4,224.05,197.21,195.77,197.28,169.63,514,204,201,204,136,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,33,0,0,0,0,0,23,23,23,0,1.3189357088437,1.16163628904647,1.15319697591279,1.16204653343492,1,2.60169491525424,1.28813559322034,1.27542372881356,1.28813559322034,1
n3div36,0,7200,7200,7200,7200,7200,165867,164205,165012,166681,167851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,12,0,12,0,107,0,0,0,0,0,126.4,132.8,126.4,0,1,1,1,1,1,0.988187030741109,0.97829128733976,0.983096260218754,0.993033682443094,1
n3div36,1,7200,7200,7200,7200,7200,168468,168094,177441,171046,170420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,4,0,4,0,111.1,0,0,0,0,0,78,83.6,78,0,1,1,1,1,1,0.988552662444288,0.986359371334741,1.04117405582923,1.00367112362186,1
n3div36,3,7200,7200,7200,7200,7200,177416,179559,187493,182306,169332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,19,0,19,0,128,0,0,0,0,0,115.7,137.7,123.2,0,1,1,1,1,1,1.04771235657963,1.06036049860711,1.10718754426555,1.0765734926106,1
n3div36,4,7200,7200,7200,7200,7200,161986,165397,166513,166515,166614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,5,0,5,0,113,0,0,0,0,0,120.5,129.5,120.5,0,1,1,1,1,1,0.97223988387298,0.992700073179217,0.999394172055136,0.999406168648104,1
n3seq24,0,7200,7200,7200,7200,7200,257,307,301,284,274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,396.3,0,0,0,0,0,112,0,0,0,1,1,1,1,1,0.954545454545455,1.08823529411765,1.07219251336898,1.02673796791444,1
n3seq24,1,7200,7200,7200,7200,7200,1472,1393,1078,1394,795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254.2,0,0,0,0,0,63.8,79.4,63.8,0,1,1,1,1,1,1.75642458100559,1.66815642458101,1.31620111731844,1.66927374301676,1
n3seq24,3,7200,7200,7200,7200,7200,363,538,1036,535,650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,351.7,0,0,0,0,0,74.2,75.4,74.3,0,1,1,1,1,1,0.617333333333333,0.850666666666667,1.51466666666667,0.846666666666667,1
n3seq24,4,7200,7200,7200,7200,7200,1313,673,399,700,279,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,192.9,0,0,0,0,0,78.9,0,78.9,0,1,1,1,1,1,3.72823218997361,2.03957783641161,1.31662269129288,2.11081794195251,1
n4-3,0,227.34,258.06,256.87,261.05,230.55,2929,3349,3421,3449,2733,9,0,0,0,0,0,10,10,0,0,1,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,41,0,17,0,32.4,0,0,0,0,0,29.2,48.2,43.1,0,0.986136903476571,1.11880803282228,1.1136687540488,1.13172101058087,1,1.06918460995411,1.21743734557007,1.24285210024709,1.25273561595482,1
n4-3,1,289.09,222.97,245.21,225.16,245.57,2886,1945,2429,2047,2239,8,0,0,0,0,0,8,7,0,0,1,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,28,0,12,0,40.1,0,0,0,0,0,33.4,44.6,39.2,0,1.17650160197915,0.908342458531046,0.998539968365981,0.917224317637993,1,1.27661393758016,0.874305258657546,1.0812312954254,0.917913638306969,1
n4-3,3,240.97,302.58,306.65,295.32,247.55,2706,3717,4037,3593,2467,10,0,0,0,0,0,10,12,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,48,0,16,0,32.8,0,0,0,0,0,46.7,48.3,42.8,0,0.973526453429893,1.22140414403541,1.23777911888956,1.1921947294307,1,1.09310479158551,1.48694974678613,1.61160888196338,1.43864433190495,1
n4-3,4,266.01,216.16,224.34,233.16,280.48,3225,2374,2488,2635,3101,14,0,0,0,0,0,2,2,0,0,1,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,24,0,2,0,34.7,0,0,0,0,0,31.7,52.1,48.3,0,0.948593150490266,0.771493534176496,0.800554213443229,0.83188858888731,1,1.038737894408,0.772883473914402,0.808497344579819,0.854420493595751,1
nag,0,7200,7200,7200,7200,7200,48829,146194,36758,36651,48570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0,0,0,0,0,316,0,156,0,115.9,0,0,0,0,0,93.7,112.9,105.1,0,1,1,1,1,1,1.00532155331827,3.00583521676597,0.757304294226423,0.755105814670228,1
nag,1,7200,7200,7200,7200,7200,55849,89041,116388,88557,74420,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,77,0,0,0,0,0,149,0,149,0,132.5,0,0,0,0,0,83.3,89.4,83.3,0,1,1,1,1,1,0.750791733762748,1.19620236178207,1.56317767042405,1.18970746108427,1
nag,3,7200,7200,7200,7200,7200,99246,138843,142787,160033,105272,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,66,0,0,0,0,0,257,0,94,0,85.1,0,0,0,0,0,78.8,86,83.1,0,1,1,1,1,1,0.942812132255248,1.31859507269483,1.35602437080059,1.51969213832897,1
nag,4,7200,7200,7200,7200,7200,23427,51567,41117,49173,31182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,0,0,0,0,0,100,0,95,0,111.8,0,0,0,0,0,109.4,91.7,96.6,0,1,1,1,1,1,0.752093855891567,1.65165270762739,1.31759478294227,1.57512307397225,1
neos-1053234,0,7200,1376.91,7200,1375.5,4265.19,1058036,660701,642385,660701,645570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,25,0,25,0,60.7,0,0,0,0,0,32,39,32,0,1.68792294764181,0.322983739589657,1.68792294764181,0.322653233915977,1,1.63881859154057,1.0234345718401,0.995067139560457,1.0234345718401,1
neos-1053234,1,3184.52,441.64,956.04,444.15,4337.96,1208017,119766,177123,119766,1047806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,15,0,15,0,57.3,0,0,0,0,0,33.3,36.8,33.3,0,0.734166712760661,0.102015229455906,0.220568984272729,0.10259370909158,1,1.15288680473249,0.114386214030648,0.169121085288184,0.114386214030648,1
neos-1053234,3,2190.87,1606.02,7200,1264.7,952.61,377762,305277,1450232,300602,66600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,34,0,25,0,63,0,0,0,0,0,32.1,45.6,31,0,2.29849728924823,1.68519625423391,7.55130504084479,1.32727215528361,1,5.66509745127436,4.57836581709145,21.744107946027,4.50827586206897,1
neos-1053234,4,7200,4402.51,7200,6685.68,7200,437738,1155822,2050469,1212106,1179819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,171,0,58,0,59.2,0,0,0,0,0,45.7,45.1,42.6,0,1,0.611513678655742,1,0.928576586585197,1,0.371074624614062,0.979662163250189,1.73788963479696,1.02736374276539,1
