ProblemName,T_coefdiving,T_conflictdiving-no-coefdiving,T_no-coefdiving,N_coefdiving,N_conflictdiving-no-coefdiving,N_no-coefdiving,CoefSols_coefdiving,CoefSols_conflictdiving-no-coefdiving,CoefSols_no-coefdiving,ConfSols_coefdiving,ConfSols_conflictdiving-no-coefdiving,ConfSols_no-coefdiving,CoefBestSols_coefdiving,CoefBestSols_conflictdiving-no-coefdiving,CoefBestSols_no-coefdiving,ConfBestSols_coefdiving,ConfBestSols_conflictdiving-no-coefdiving,ConfBestSols_no-coefdiving,CoefConfs_coefdiving,CoefConfs_conflictdiving-no-coefdiving,CoefConfs_no-coefdiving,ConfConfs_coefdiving,ConfConfs_conflictdiving-no-coefdiving,ConfConfs_no-coefdiving,CoefAvgDepth_coefdiving,CoefAvgDepth_conflictdiving-no-coefdiving,CoefAvgDepth_no-coefdiving,ConfAvgDepth_coefdiving,ConfAvgDepth_conflictdiving-no-coefdiving,ConfAvgDepth_no-coefdiving,TQ+1_coefdiving,TQ+1_conflictdiving-no-coefdiving,TQ+1_no-coefdiving,NQ+100_coefdiving,NQ+100_conflictdiving-no-coefdiving,NQ+100_no-coefdiving
neos-1109824,14.81,15.1,14.87,64,64,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.996219281663516,1.01449275362319,1,1,1,1
neos-1120495,7.81,8.14,8.02,21,21,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.976718403547672,1.01330376940133,1,1,1,1
neos-1120495,6.29,6.21,6.26,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.00413223140496,0.993112947658402,1,1,1,1
neos-1120495,10.99,10.94,10.92,16,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.00587248322148,1.00167785234899,1,1,1,1
neos-1120495,6.17,6.17,6.26,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.987603305785124,0.987603305785124,1,1,1,1
neos-1121679,7200,7200,7200,33391098,30534646,34300440,3,0,0,0,0,0,1,0,0,0,0,0,15,0,0,0,12,0,33.7,0,0,0,33.8,0,1,1,1,0.973488988803092,0.890211815907271,1
neos-1121679,7200,7200,7200,32954649,32978643,33976691,3,0,0,0,1,0,1,0,0,0,1,0,20,0,0,0,11,0,33.8,0,0,0,34.1,0,1,1,1,0.969919407633287,0.970625595571989,1
neos-1121679,7200,7200,7200,33037996,33788327,32507153,3,0,0,0,0,0,1,0,0,0,0,0,26,0,0,0,16,0,33.7,0,0,0,33,0,1,1,1,1.01632998641872,1.03941194292855,1
neos-1121679,7200,7200,7200,35358763,34521648,33739808,4,0,0,0,1,0,1,0,0,0,0,0,13,0,0,0,25,0,33.6,0,0,0,33.9,0,1,1,1,1.04798338513549,1.02317255873964,1
neos-1122047,6.89,7.1,7.1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.974074074074074,1,1,1,1,1
neos-1122047,6.64,7.11,6.97,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.958594730238394,1.01756587202008,1,1,1,1
neos-1122047,6.95,7.16,7.04,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.988805970149254,1.01492537313433,1,1,1,1
neos-1122047,6.92,6.96,7.15,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.971779141104294,0.976687116564417,1,1,1,1
neos-1126860,605.3,639.68,627.39,4681,4171,4187,1,0,0,0,1,0,1,0,0,0,1,0,5,0,0,0,58,0,20.8,0,0,0,19.2,0,0.964846671652954,1.01955791785356,1,1.11523209703756,0.996267786330767,1
neos-1126860,593.03,611.08,619.82,4431,4610,4406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,20.4,0,0,0,17.2,0,0.956847395380303,0.985921845301376,1,1.00554815801154,1.04527296937417,1
neos-1126860,612.14,654.49,621.7,4090,4396,4401,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,58,0,21.6,0,0,0,20.3,0,0.984647502810342,1.05265778063273,1,0.930904243501444,0.998889135747612,1
neos-1126860,619.12,614.59,602.84,4175,4420,4417,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,26,0,21,0,0,0,16.5,0,1.02696078431373,1.01945879703233,1,0.946424618109365,1.00066415762674,1
neos-1151496,23.43,26.04,29.72,89,81,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240,0,0,0,13,0,0.795247395833333,0.880208333333333,1,1.13173652694611,1.08383233532934,1
neos-1151496,21.62,21.64,21.7,64,64,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99647577092511,0.997356828193833,1,1,1,1
neos-1151496,3.16,3.17,3.15,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.00240963855422,1.00481927710843,1,1,1,1
neos-1151496,35.88,37.55,37.89,81,91,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,236,0,0,0,9,0,0.948315762406788,0.991257392645924,1,0.914141414141414,0.964646464646465,1
neos-1171448,11.22,10.41,10.39,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.07287093942054,1.0017559262511,1,1,1,1
neos-1171448,80.03,845.18,845.02,120,104,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,580,0,0,0,0,0,0.095777877591546,1.00018912082457,1,1.07843137254902,1,1
neos-1171448,10.99,11.68,11.71,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.943351691581432,0.997639653815893,1,1,1,1
neos-1171448,75.58,11.36,11.44,89,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,598,0,0,0,0,0,6.15594855305466,0.993569131832797,1,1.87128712871287,1,1
neos-1171692,37.54,647.96,593.76,241,256,256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,199,0,0,0,114,0,0.064799246754994,1.0911291949694,1,0.957865168539326,1,1
neos-1171692,1009.43,25.71,25.85,271,41,41,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,274,0,0,0,0,0,37.6324022346369,0.994785847299814,1,2.63120567375887,1,1
neos-1171692,5.26,176.96,644.46,1,36,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00969850959006,0.275710346109751,1,0.415637860082305,0.559670781893004,1
neos-1171692,90.41,1237.51,1017.81,38,385,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178,0,0.089722323102443,1.21564374122751,1,0.323185011709602,1.13583138173302,1
neos-1171737,7200,7200,7200,3256,3621,3483,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,199.2,0,0,0,110.8,0,1,1,1,0.936645269327379,1.03851521071728,1
neos-1171737,7200,7200,7200,3809,5849,5773,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,93,0,263,0,0,0,138.3,0,1,1,1,0.665588285373744,1.01294057551507,1
neos-1171737,7200,7200,7200,3713,8936,4327,0,0,0,0,0,0,0,0,0,0,0,0,98,0,0,0,161,0,211.9,0,0,0,116.2,0,1,1,1,0.861305624576463,2.04111136209623,1
neos-1171737,7200,7200,7200,5451,3947,3592,0,0,0,0,0,0,0,0,0,0,0,0,81,0,0,0,41,0,252.2,0,0,0,102.8,0,1,1,1,1.50352112676056,1.09615384615385,1
neos-1173026,0.5,0.5,0.55,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.967741935483871,0.967741935483871,1,1,1,1
neos-1173026,0.5,0.5,0.5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
neos-1173026,0.5,0.5,0.5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
neos-1173026,0.5,0.5,0.5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
neos-1200887,16.6,17.31,15.31,7621,7047,7506,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,33.2,0,0,0,26,0,1.0790925812385,1.12262415695892,1,1.01511964238759,0.939652905600842,1
neos-1200887,9.78,11.37,10.39,2934,3138,3101,0,0,0,0,1,0,0,0,0,0,1,0,16,0,0,0,17,0,36.2,0,0,0,23.4,0,0.946444249341528,1.08604038630378,1,0.947828803498907,1.01155888784755,1
neos-1200887,25.89,27.55,25.81,11880,11680,11277,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,45,0,33.3,0,0,0,28.6,0,1.0029839612085,1.06490115628497,1,1.05300167003604,1.03542234332425,1
neos-1200887,12.41,11.25,12.56,3646,3020,3179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,32.2,0,0,0,22.8,0,0.988938053097345,0.903392330383481,1,1.14242146996035,0.951509606587374,1
neos-1208069,152.31,76.63,94.64,2294,1282,1710,0,0,0,0,0,0,0,0,0,0,0,0,633,0,0,0,109,0,73.4,0,0,0,161,0,1.60299038059389,0.811689669594312,1,1.32265193370166,0.76353591160221,1
neos-1208069,53.98,78.97,56.68,784,3291,1079,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,1125,0,311,0,0,0,81.3,0,0.953190013869625,1.38644244105409,1,0.749787955894826,2.87616624257846,1
neos-1208069,258.74,122.5,86.73,7099,4302,3420,0,0,0,0,0,0,0,0,0,0,0,0,229,0,0,0,969,0,201.4,0,0,0,82.5,0,2.96067479767468,1.40772825715263,1,2.04517045454545,1.25056818181818,1
neos-1208069,101.1,83.2,103.64,2881,2432,2677,0,0,0,0,0,0,0,0,0,0,0,0,657,0,0,0,226,0,121.4,0,0,0,139.2,0,0.97572629969419,0.804663608562691,1,1.07346056895931,0.911775297083183,1
neos-1208135,433.43,195.39,183.68,10513,2369,4128,0,0,0,0,0,0,0,0,0,0,0,0,199,0,0,0,56,0,233.2,0,0,0,260.6,0,2.35233918128655,1.06340697422569,1,2.51017029328288,0.583964049195837,1
neos-1208135,424.34,192.45,209.38,2838,1993,7144,0,0,0,0,0,0,0,0,0,0,0,0,149,0,0,0,50,0,293,0,0,0,198,0,2.02177013024052,0.919526570966822,1,0.405577029265599,0.288928768636113,1
neos-1208135,425.98,239.88,469.47,10535,3011,6178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,228.2,0,0,0,189.2,0,0.907560524581801,0.511998639658214,1,1.69401083147499,0.495539980885632,1
neos-1208135,366.58,84.44,351.15,2554,665,6358,0,0,0,0,0,0,0,0,0,0,0,0,91,0,0,0,21,0,180.2,0,0,0,238.3,0,1.04381655544512,0.242623881868522,1,0.41096314648498,0.118457726850418,1
neos-1211578,7.48,6.55,7.66,10174,8858,10541,0,0,0,0,0,0,0,0,0,0,0,0,74,0,0,0,81,0,21.3,0,0,0,19.6,0,0.979214780600462,0.871824480369515,1,0.965510760266892,0.841838173104031,1
neos-1211578,2.15,1.97,1.92,1363,1353,1371,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,11,0,19,0,0,0,19.8,0,1.07876712328767,1.01712328767123,1,0.994561522773623,0.987763426240653,1
neos-1211578,4.67,4.35,4,5493,4651,4482,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,42,0,21.2,0,0,0,19.6,0,1.134,1.07,1,1.22064600611087,1.03688345700567,1
neos-1211578,5.56,5.42,5.1,7782,6991,7154,0,0,0,0,0,0,0,0,0,0,0,0,77,0,0,0,36,0,20.7,0,0,0,20.3,0,1.07540983606557,1.05245901639344,1,1.0865729252826,0.977529638819961,1
neos-1215259,61.28,53.44,43.53,1123,883,731,0,0,0,0,0,0,0,0,0,0,0,0,153,0,0,0,27,0,118.3,0,0,0,46.8,0,1.39860768021559,1.22254659779924,1,1.47172081829122,1.18291215403129,1
neos-1215259,69.8,75.79,80.8,1337,1186,1522,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,100,0,76.6,0,0,0,38.7,0,0.865525672371638,0.938753056234719,1,0.885943279901356,0.792848335388409,1
neos-1215259,71.9,58.38,122.18,1577,1488,2871,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,43,0,112,0,0,0,31,0,0.59181685338529,0.482058775775288,1,0.564456411982498,0.534500168293504,1
neos-1215259,93.57,78.65,74.91,2353,1435,1683,0,0,0,0,0,0,0,0,0,0,0,0,154,0,0,0,42,0,51.3,0,0,0,47.8,0,1.2458174153603,1.04926887103148,1,1.37577117218172,0.860908581043186,1
neos-1215891,634.69,756.21,815.24,4997,8688,7858,0,0,0,0,1,0,0,0,0,0,1,0,23,0,0,0,160,0,414.5,0,0,0,70.2,0,0.778802803097128,0.927680584141919,1,0.640487559688364,1.10429756220156,1
neos-1215891,333.59,526.22,557.36,3221,3683,3360,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,434,0,471,0,0,0,77.6,0,0.599237051364711,0.944229529335912,1,0.959826589595376,1.09335260115607,1
neos-1215891,515.49,509.89,454.32,3240,3208,2260,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,142,0,458.8,0,0,0,52.4,0,1.13434507599051,1.12204603355882,1,1.41525423728814,1.40169491525424,1
neos-1215891,526.47,634.02,334.14,3148,5627,2777,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,299,0,378.5,0,0,0,59.2,0,1.57387957271588,1.89479023691592,1,1.12895377128954,1.99061522419187,1
neos-1223462,178.6,158.66,158.72,67,56,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,523,0,0,0,524,0,1.12446781868269,0.999624342599549,1,1.23703703703704,1.15555555555556,1
neos-1223462,402.4,204.84,215.26,565,86,318,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,11,0,58,0,0,0,52,0,1.8653472671784,0.951817257005456,1,1.59090909090909,0.444976076555024,1
neos-1223462,171.88,170.05,168.64,155,155,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.01909926904032,1.00831171893421,1,1,1,1
neos-1223462,235.86,257.35,161.83,705,526,95,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,9,0,119,0,0,0,44,0,1.45464594976356,1.58662408647055,1,4.12820512820513,3.21025641025641,1
neos-1224597,24.92,24.72,24.89,21,21,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.00115874855156,0.993433758207802,1,1,1,1
neos-1224597,1.17,1.16,1.15,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0093023255814,1.0046511627907,1,1,1,1
neos-1224597,61.85,62.13,62.12,102,102,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.995722433460076,1.00015842839037,1,1,1,1
neos-1224597,2.5,2.56,2.54,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.988700564971751,1.00564971751412,1,1,1,1
neos-1228986,15.6,15.21,12.1,22116,23160,17883,0,0,0,0,0,0,0,0,0,0,0,0,383,0,0,0,206,0,23.3,0,0,0,21.8,0,1.26717557251908,1.23740458015267,1,1.23538897847968,1.29344380804093,1
neos-1228986,30.77,25.5,33.25,58746,43260,65779,0,0,0,0,0,0,0,0,0,0,0,0,416,0,0,0,334,0,24.6,0,0,0,23.1,0,0.927591240875912,0.773722627737226,1,0.893243674008409,0.658176353617997,1
neos-1228986,70.38,65.85,53.6,179182,164399,127626,0,0,0,0,0,0,0,0,0,0,0,0,1027,0,0,0,945,0,27.1,0,0,0,24.7,0,1.30732600732601,1.22435897435897,1,1.40364530322722,1.28790535991106,1
neos-1228986,24.33,21.03,36.53,48140,32793,79395,0,0,0,0,0,0,0,0,0,0,0,0,476,0,0,0,231,0,24.4,0,0,0,22.4,0,0.674926725286437,0.586997069011458,1,0.606830618277879,0.413774451223347,1
neos-1281048,4.76,4.85,4.5,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.04727272727273,1.06363636363636,1,1,1,1
neos-1281048,10.9,10.87,10.86,162,162,162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.00337268128162,1.0008431703204,1,1,1,1
neos-1281048,9.2,9.25,9.22,56,56,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.998043052837573,1.00293542074364,1,1,1,1
neos-1281048,6.63,6.63,6.61,28,28,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.00262812089356,1.00262812089356,1,1,1,1
neos-1311124,7200,7200,7200,11203516,11106201,11591653,0,0,0,0,0,0,0,0,0,0,0,0,10654,0,0,0,10500,0,81.9,0,0,0,77.8,0,1,1,1,0.966516108478157,0.95812091579246,1
neos-1311124,7200,7200,7200,11496954,10473413,10124593,0,0,0,0,0,0,0,0,0,0,0,0,3025,0,0,0,8104,0,76.7,0,0,0,75.7,0,1,1,1,1.13554593704718,1.03445240265557,1
neos-1311124,7200,7200,7200,11180459,10963895,10081351,0,0,0,0,0,0,0,0,0,0,0,0,5803,0,0,0,5327,0,82.3,0,0,0,76,0,1,1,1,1.10902279840471,1.08754136681317,1
neos-1311124,7200,7200,7200,11214017,11975561,10687235,0,0,0,0,0,0,0,0,0,0,0,0,5214,0,0,0,3332,0,77.1,0,0,0,76.1,0,1,1,1,1.04929030483278,1.12054698388326,1
neos-1324574,2607.65,990.98,3397.38,16740,6301,26704,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,169,0,576.4,0,0,0,42.6,0,0.767615746326191,0.291897904295576,1,0.628264438143561,0.238807640650649,1
neos-1324574,2740.51,2962.34,3077.03,21201,26844,23757,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,245,0,550.1,0,0,0,52.1,0,0.890670331348297,0.962739154589136,1,0.892861633901999,1.12939598440709,1
neos-1324574,219.23,230.22,333.51,1212,1173,2413,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,39,0,486.5,0,0,0,23,0,0.658365968132492,0.691219993423216,1,0.52208515718265,0.506565857540788,1
neos-1324574,1781.52,791.01,1691.12,12780,5789,13365,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,54,0,468.3,0,0,0,41.1,0,1.05342410703733,0.468057820958324,1,0.956554028963981,0.437356108429261,1
neos-1330346,4998.66,4615.88,7200,212094,211068,241496,0,0,0,0,0,0,0,0,0,0,0,0,4718,0,0,0,1782,0,313,0,0,0,79.9,0,0.694300791556728,0.641144285515901,1,0.878300965247769,0.874054206195467,1
neos-1330346,5874.82,4642.95,7200,241604,185844,228497,0,0,0,0,0,0,0,0,0,0,0,0,7163,0,0,0,12664,0,312.4,0,0,0,82.1,0,0.815972781558117,0.644903485626996,1,1.05733671045552,0.813413999308827,1
neos-1330346,7200,3598.81,4985.44,267956,177559,206094,0,0,0,0,0,0,0,0,0,0,0,0,822,0,0,0,8273,0,309,0,0,0,60.3,0,1.44411644379557,0.721919846624044,1,1.30001842924624,0.861610910113776,1
neos-1330346,5543.44,4299.5,6586.13,228558,230499,210422,0,0,0,0,0,0,0,0,0,0,0,0,4314,0,0,0,7416,0,314.5,0,0,0,61.1,0,0.841707997261326,0.652863993878973,1,1.0861477660292,1.09536770503795,1
neos-1330635,0.5,0.5,0.5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
neos-1330635,0.5,0.5,0.5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
neos-1330635,0.5,0.5,0.5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
neos-1330635,0.5,0.5,0.5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
neos-1337307,7200,7200,7200,519092,572372,550624,0,0,0,0,0,0,0,0,0,0,0,0,766,0,0,0,530,0,72.6,0,0,0,46.2,0,1,1,1,0.942744460019901,1.03948983519876,1
neos-1337307,7200,7200,7200,520962,281332,540197,0,0,0,0,0,0,0,0,0,0,0,0,682,0,0,0,339,0,74.3,0,0,0,44.5,0,1,1,1,0.964399210064094,0.520883884234042,1
neos-1337307,7200,7200,7200,616758,621340,623318,0,0,0,0,0,0,0,0,0,0,0,0,866,0,0,0,922,0,69.8,0,0,0,49.2,0,1,1,1,0.989477365106558,0.996827168929996,1
neos-1337307,7200,7200,7200,628491,581707,604681,0,0,0,0,0,0,0,0,0,0,0,0,630,0,0,0,592,0,68.9,0,0,0,48.3,0,1,1,1,1.03936962305363,0.962012695504654,1
neos-1346382,7200,7200,7200,11436191,12060292,12652088,0,0,0,0,0,0,0,0,0,0,0,0,36595,0,0,0,17286,0,48.2,0,0,0,42.3,0,1,1,1,0.903898282257583,0.953225797782961,1
neos-1346382,7200,7200,7200,9700966,10088400,11564496,0,0,0,0,0,0,0,0,0,0,0,0,75197,0,0,0,60486,0,46.2,0,0,0,43.5,0,1,1,1,0.838859048772651,0.872360781128887,1
neos-1346382,7200,7200,7200,11557335,11090665,13197521,0,0,0,0,0,0,0,0,0,0,0,0,28211,0,0,0,33805,0,45.9,0,0,0,42.6,0,1,1,1,0.875721086398829,0.840360925654707,1
neos-1346382,7200,7200,7200,11427824,9877437,10929778,0,0,0,0,0,0,0,0,0,0,0,0,31876,0,0,0,77951,0,46.1,0,0,0,44.9,0,1,1,1,1.04556738876683,0.90371887042106,1
neos-1354092,7200,7200,7200,192,191,294,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,0,672.7,0,0,0,421,0,1,1,1,0.741116751269036,0.738578680203046,1
neos-1354092,7200,7200,7200,1911,1048,567,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,2,0,614.5,0,0,0,547.2,0,1,1,1,3.01499250374813,1.72113943028486,1
neos-1354092,7200,7200,7200,101,164,182,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,6,0,598.3,0,0,0,510.2,0,1,1,1,0.712765957446808,0.936170212765957,1
neos-1354092,7200,7200,7200,879,672,441,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,9,0,618,0,0,0,527.7,0,1,1,1,1.80961182994455,1.42698706099815,1
neos-1367061,27.91,28.4,27.76,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.00521557719054,1.02225312934631,1,1,1,1
neos-1367061,30.22,30.2,30.25,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99904,0.9984,1,1,1,1
neos-1367061,31.67,31.62,31.63,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0012258657677,0.999693533558076,1,1,1,1
neos-1367061,32.18,32.26,32.09,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.00271985494107,1.00513750377758,1,1,1,1
neos-1396125,168.26,74.7,89.49,15392,9564,12253,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,14,0,32.1,0,0,0,21,0,1.8704829262902,0.836556525582937,1,1.25410831376993,0.782320084190075,1
neos-1396125,127.6,217.38,195.82,8226,11058,14783,0,0,0,0,0,0,0,0,0,0,0,0,86,0,0,0,24,0,28.3,0,0,0,23.5,0,0.653388883243573,1.10954171324052,1,0.559430222401398,0.749714439293153,1
neos-1396125,123.49,102.32,94.56,10313,12153,9731,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,93,0,25.9,0,0,0,26.2,0,1.30274173294265,1.0812055253244,1,1.05920048825145,1.24636354389177,1
neos-1396125,158.27,192.57,158.32,12053,10429,18443,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,63,0,32.5,0,0,0,27.5,0,0.999686166206377,1.21497614863168,1,0.655395567060346,0.567815348109799,1
neos-1407044,7200,7200,7200,81,80,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1213.5,0,0,0,1303,0,1,1,1,1.07738095238095,1.07142857142857,1
neos-1407044,7200,7200,7200,80,77,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1278,0,0,0,708,0,1,1,1,1,0.983333333333333,1
neos-1407044,7200,7200,7200,89,70,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,272,0,0,0,241,0,1,1,1,1.14545454545455,1.03030303030303,1
neos-1407044,7200,7200,7200,78,72,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1083,0,0,0,1080,0,1,1,1,0.936842105263158,0.905263157894737,1
neos-1413153,6.41,6.35,6.36,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.00679347826087,0.998641304347826,1,1,1,1
neos-1413153,3.75,3.76,3.77,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9958071278826,0.9979035639413,1,1,1,1
neos-1413153,4.02,4.03,4.07,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.990138067061144,0.992110453648915,1,1,1,1
neos-1413153,3.65,3.65,3.64,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.00215517241379,1.00215517241379,1,1,1,1
neos-1415183,7.26,7.52,7.31,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.993983152827918,1.02527075812274,1,1,1,1
neos-1415183,6.93,6.92,6.91,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.00252844500632,1.00126422250316,1,1,1,1
neos-1415183,7.89,7.87,7.95,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.993296089385475,0.991061452513967,1,1,1,1
neos-1415183,5.46,5.49,5.48,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.996913580246913,1.00154320987654,1,1,1,1
neos-1417043,1733.64,1731.22,1732.03,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.00092900873037,0.999532610514532,1,1,1,1
neos-1417043,1530.43,1531.1,1531.12,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999549643631047,0.999986946192204,1,1,1,1
neos-1417043,1619.85,1624.77,1617.66,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.00135297097599,1.00439252220973,1,1,1,1
